VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
18, 7, -0.73341,  0.10117,  0.10468, -0.10601,  0.68102,  0.72455,  1.00,  0.50196,  0.50196,  0.30196,  0.40015,  0.82373,  0.40015,  0.82373
19, 4, -0.73403,  0.09802,  0.105, -0.4112, -0.69482,  0.59004,  1.00,  0.50196,  0.50196,  0.30196,  0.40283,  0.82471,  0.40283,  0.82471
20, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
21, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
22, 4, -0.73403,  0.09802,  0.105, -0.4112, -0.69482,  0.59004,  1.00,  0.50196,  0.50196,  0.30196,  0.40283,  0.82471,  0.40283,  0.82471
23, 2, -0.72928,  0.09218,  0.10015, -0.38499, -0.77509,  0.50102,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.83252,  0.40796,  0.83252
24, 7, -0.73341,  0.10117,  0.10468, -0.10601,  0.68102,  0.72455,  1.00,  0.50196,  0.50196,  0.30196,  0.40015,  0.82373,  0.40015,  0.82373
25, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
26, 9, -0.73011,  0.10079,  0.10393,  0.45007,  0.64026,  0.6225,  1.00,  0.50196,  0.50196,  0.30196,  0.40015,  0.8291,  0.40015,  0.8291
27, 9, -0.73011,  0.10079,  0.10393,  0.45007,  0.64026,  0.6225,  1.00,  0.50196,  0.50196,  0.30196,  0.40015,  0.8291,  0.40015,  0.8291
28, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
29, 10, -0.72859,  0.09993,  0.10287,  0.7221,  0.5148,  0.46212,  1.00,  0.50196,  0.50196,  0.30196,  0.40112,  0.83203,  0.40112,  0.83203
30, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
31, 11, -0.72159,  0.09534,  0.09732,  0.6632,  0.55111,  0.50641,  1.00,  0.50196,  0.50196,  0.30196,  0.40527,  0.84375,  0.40527,  0.84375
32, 10, -0.72859,  0.09993,  0.10287,  0.7221,  0.5148,  0.46212,  1.00,  0.50196,  0.50196,  0.30196,  0.40112,  0.83203,  0.40112,  0.83203
33, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
34, 12, -0.7253,  0.09248,  0.09963,  0.39367, -0.30922,  0.86568,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.83789,  0.40747,  0.83789
35, 11, -0.72159,  0.09534,  0.09732,  0.6632,  0.55111,  0.50641,  1.00,  0.50196,  0.50196,  0.30196,  0.40527,  0.84375,  0.40527,  0.84375
36, 8, -0.7314,  0.09832,  0.10493,  0.33658, -0.34077,  0.87783,  1.00,  0.50196,  0.50196,  0.30196,  0.40234,  0.82764,  0.40234,  0.82764
37, 2, -0.72928,  0.09218,  0.10015, -0.38499, -0.77509,  0.50102,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.83252,  0.40796,  0.83252
38, 12, -0.7253,  0.09248,  0.09963,  0.39367, -0.30922,  0.86568,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.83789,  0.40747,  0.83789
39, 12, -0.7253,  0.09248,  0.09963,  0.39367, -0.30922,  0.86568,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.83789,  0.40747,  0.83789
40, 13, -0.71359,  0.09136,  0.09229,  0.48335,  0.62982,  0.60803,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.85596,  0.40796,  0.85596
41, 11, -0.72159,  0.09534,  0.09732,  0.6632,  0.55111,  0.50641,  1.00,  0.50196,  0.50196,  0.30196,  0.40527,  0.84375,  0.40527,  0.84375
42, 2, -0.72928,  0.09218,  0.10015, -0.38499, -0.77509,  0.50102,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.83252,  0.40796,  0.83252
43, 14, -0.71903,  0.08699,  0.09512,  0.35007, -0.20236,  0.91461,  1.00,  0.50196,  0.50196,  0.30196,  0.41211,  0.84912,  0.41211,  0.84912
44, 12, -0.7253,  0.09248,  0.09963,  0.39367, -0.30922,  0.86568,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.83789,  0.40747,  0.83789
45, 12, -0.7253,  0.09248,  0.09963,  0.39367, -0.30922,  0.86568,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.83789,  0.40747,  0.83789
46, 14, -0.71903,  0.08699,  0.09512,  0.35007, -0.20236,  0.91461,  1.00,  0.50196,  0.50196,  0.30196,  0.41211,  0.84912,  0.41211,  0.84912
47, 13, -0.71359,  0.09136,  0.09229,  0.48335,  0.62982,  0.60803,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.85596,  0.40796,  0.85596
48, 13, -0.71359,  0.09136,  0.09229,  0.48335,  0.62982,  0.60803,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.85596,  0.40796,  0.85596
49, 14, -0.71903,  0.08699,  0.09512,  0.35007, -0.20236,  0.91461,  1.00,  0.50196,  0.50196,  0.30196,  0.41211,  0.84912,  0.41211,  0.84912
50, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
51, 13, -0.71359,  0.09136,  0.09229,  0.48335,  0.62982,  0.60803,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.85596,  0.40796,  0.85596
52, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
53, 16, -0.70674,  0.08993,  0.09006,  0.26753,  0.67952,  0.68314,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.86572,  0.40747,  0.86572
54, 2, -0.72928,  0.09218,  0.10015, -0.38499, -0.77509,  0.50102,  1.00,  0.50196,  0.50196,  0.30196,  0.40796,  0.83252,  0.40796,  0.83252
55, 17, -0.72503,  0.08705,  0.09553, -0.19326, -0.66613,  0.72036,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.84033,  0.41333,  0.84033
56, 14, -0.71903,  0.08699,  0.09512,  0.35007, -0.20236,  0.91461,  1.00,  0.50196,  0.50196,  0.30196,  0.41211,  0.84912,  0.41211,  0.84912
57, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
58, 14, -0.71903,  0.08699,  0.09512,  0.35007, -0.20236,  0.91461,  1.00,  0.50196,  0.50196,  0.30196,  0.41211,  0.84912,  0.41211,  0.84912
59, 17, -0.72503,  0.08705,  0.09553, -0.19326, -0.66613,  0.72036,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.84033,  0.41333,  0.84033
60, 18, -0.69749,  0.0891,  0.08821,  0.31755,  0.67157,  0.66944,  1.00,  0.50196,  0.50196,  0.30196,  0.40625,  0.87793,  0.40625,  0.87793
61, 16, -0.70674,  0.08993,  0.09006,  0.26753,  0.67952,  0.68314,  1.00,  0.50196,  0.50196,  0.30196,  0.40747,  0.86572,  0.40747,  0.86572
62, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
63, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
64, 17, -0.72503,  0.08705,  0.09553, -0.19326, -0.66613,  0.72036,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.84033,  0.41333,  0.84033
65, 19, -0.72531,  0.08506,  0.09429,  0.06054, -0.11766,  0.99121,  1.00,  0.50196,  0.50196,  0.30196,  0.41577,  0.84131,  0.41577,  0.84131
66, 0, -0.72871,  0.09077,  0.09329, -0.79171,  0.37771,  0.48014,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.83252,  0.41333,  0.83252
67, 19, -0.72531,  0.08506,  0.09429,  0.06054, -0.11766,  0.99121,  1.00,  0.50196,  0.50196,  0.30196,  0.41577,  0.84131,  0.41577,  0.84131
68, 17, -0.72503,  0.08705,  0.09553, -0.19326, -0.66613,  0.72036,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.84033,  0.41333,  0.84033
69, 20, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
70, 19, -0.72531,  0.08506,  0.09429,  0.06054, -0.11766,  0.99121,  1.00,  0.50196,  0.50196,  0.30196,  0.41577,  0.84131,  0.41577,  0.84131
71, 0, -0.72871,  0.09077,  0.09329, -0.79171,  0.37771,  0.48014,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.83252,  0.41333,  0.83252
72, 20, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
73, 0, -0.72871,  0.09077,  0.09329, -0.79171,  0.37771,  0.48014,  1.00,  0.50196,  0.50196,  0.30196,  0.41333,  0.83252,  0.41333,  0.83252
74, 21, -0.73379,  0.09102,  0.09409,  0.2548,  0.68123,  0.6863,  1.00,  0.50196,  0.50196,  0.30196,  0.41504,  0.82617,  0.41504,  0.82617
75, 22, -0.73996,  0.08671,  0.09742,  0.2898, -0.07223,  0.95436,  1.00,  0.50196,  0.50196,  0.30196,  0.42065,  0.82227,  0.42065,  0.82227
76, 20, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
77, 21, -0.73379,  0.09102,  0.09409,  0.2548,  0.68123,  0.6863,  1.00,  0.50196,  0.50196,  0.30196,  0.41504,  0.82617,  0.41504,  0.82617
78, 22, -0.73996,  0.08671,  0.09742,  0.2898, -0.07223,  0.95436,  1.00,  0.50196,  0.50196,  0.30196,  0.42065,  0.82227,  0.42065,  0.82227
79, 21, -0.73379,  0.09102,  0.09409,  0.2548,  0.68123,  0.6863,  1.00,  0.50196,  0.50196,  0.30196,  0.41504,  0.82617,  0.41504,  0.82617
80, 23, -0.73966,  0.09236,  0.09612,  0.37877,  0.65897,  0.64984,  1.00,  0.50196,  0.50196,  0.30196,  0.4165,  0.81982,  0.4165,  0.81982
81, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
82, 22, -0.73996,  0.08671,  0.09742,  0.2898, -0.07223,  0.95436,  1.00,  0.50196,  0.50196,  0.30196,  0.42065,  0.82227,  0.42065,  0.82227
83, 23, -0.73966,  0.09236,  0.09612,  0.37877,  0.65897,  0.64984,  1.00,  0.50196,  0.50196,  0.30196,  0.4165,  0.81982,  0.4165,  0.81982
84, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
85, 23, -0.73966,  0.09236,  0.09612,  0.37877,  0.65897,  0.64984,  1.00,  0.50196,  0.50196,  0.30196,  0.4165,  0.81982,  0.4165,  0.81982
86, 25, -0.74694,  0.09431,  0.09894,  0.45978,  0.63736,  0.61836,  1.00,  0.50196,  0.50196,  0.30196,  0.41797,  0.81396,  0.41797,  0.81396
87, 18, -0.69749,  0.0891,  0.08821,  0.31755,  0.67157,  0.66944,  1.00,  0.50196,  0.50196,  0.30196,  0.40625,  0.87793,  0.40625,  0.87793
88, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
89, 26, -0.69964,  0.08195,  0.08953,  0.2474, -0.12767,  0.96047,  1.00,  0.50196,  0.50196,  0.30196,  0.41235,  0.87793,  0.41235,  0.87793
90, 26, -0.69964,  0.08195,  0.08953,  0.2474, -0.12767,  0.96047,  1.00,  0.50196,  0.50196,  0.30196,  0.41235,  0.87793,  0.41235,  0.87793
91, 27, -0.68293,  0.08579,  0.08319,  0.42667,  0.64694,  0.632,  1.00,  0.50196,  0.50196,  0.30196,  0.40454,  0.89893,  0.40454,  0.89893
92, 18, -0.69749,  0.0891,  0.08821,  0.31755,  0.67157,  0.66944,  1.00,  0.50196,  0.50196,  0.30196,  0.40625,  0.87793,  0.40625,  0.87793
93, 28, -0.72543,  0.08379,  0.09428,  0.08579, -0.41066,  0.90774,  1.00,  0.50196,  0.50196,  0.30196,  0.41699,  0.8418,  0.41699,  0.8418
94, 15, -0.71478,  0.0843,  0.09343,  0.2699,  0.0254,  0.96255,  1.00,  0.50196,  0.50196,  0.30196,  0.41382,  0.85645,  0.41382,  0.85645
95, 19, -0.72531,  0.08506,  0.09429,  0.06054, -0.11766,  0.99121,  1.00,  0.50196,  0.50196,  0.30196,  0.41577,  0.84131,  0.41577,  0.84131
96, 29, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
97, 28, -0.72543,  0.08379,  0.09428,  0.08579, -0.41066,  0.90774,  1.00,  0.50196,  0.50196,  0.30196,  0.41699,  0.8418,  0.41699,  0.8418
98, 19, -0.72531,  0.08506,  0.09429,  0.06054, -0.11766,  0.99121,  1.00,  0.50196,  0.50196,  0.30196,  0.41577,  0.84131,  0.41577,  0.84131
99, 30, -0.74095,  0.08292,  0.09595,  0.05169, -0.66745,  0.74286,  1.00,  0.50196,  0.50196,  0.30196,  0.42358,  0.82373,  0.42358,  0.82373
100, 29, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
101, 22, -0.73996,  0.08671,  0.09742,  0.2898, -0.07223,  0.95436,  1.00,  0.50196,  0.50196,  0.30196,  0.42065,  0.82227,  0.42065,  0.82227
102, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
103, 30, -0.74095,  0.08292,  0.09595,  0.05169, -0.66745,  0.74286,  1.00,  0.50196,  0.50196,  0.30196,  0.42358,  0.82373,  0.42358,  0.82373
104, 22, -0.73996,  0.08671,  0.09742,  0.2898, -0.07223,  0.95436,  1.00,  0.50196,  0.50196,  0.30196,  0.42065,  0.82227,  0.42065,  0.82227
105, 31, -0.75495,  0.09267,  0.10342,  0.42043, -0.11353,  0.90019,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.80566,  0.42212,  0.80566
106, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
107, 25, -0.74694,  0.09431,  0.09894,  0.45978,  0.63736,  0.61836,  1.00,  0.50196,  0.50196,  0.30196,  0.41797,  0.81396,  0.41797,  0.81396
108, 31, -0.75495,  0.09267,  0.10342,  0.42043, -0.11353,  0.90019,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.80566,  0.42212,  0.80566
109, 25, -0.74694,  0.09431,  0.09894,  0.45978,  0.63736,  0.61836,  1.00,  0.50196,  0.50196,  0.30196,  0.41797,  0.81396,  0.41797,  0.81396
110, 32, -0.75408,  0.097,  0.1025,  0.56205,  0.60047,  0.5688,  1.00,  0.50196,  0.50196,  0.30196,  0.41895,  0.80518,  0.41895,  0.80518
111, 33, -0.76083,  0.09622,  0.10689,  0.47494, -0.13657,  0.86936,  1.00,  0.50196,  0.50196,  0.30196,  0.42188,  0.79736,  0.42188,  0.79736
112, 31, -0.75495,  0.09267,  0.10342,  0.42043, -0.11353,  0.90019,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.80566,  0.42212,  0.80566
113, 32, -0.75408,  0.097,  0.1025,  0.56205,  0.60047,  0.5688,  1.00,  0.50196,  0.50196,  0.30196,  0.41895,  0.80518,  0.41895,  0.80518
114, 33, -0.76083,  0.09622,  0.10689,  0.47494, -0.13657,  0.86936,  1.00,  0.50196,  0.50196,  0.30196,  0.42188,  0.79736,  0.42188,  0.79736
115, 32, -0.75408,  0.097,  0.1025,  0.56205,  0.60047,  0.5688,  1.00,  0.50196,  0.50196,  0.30196,  0.41895,  0.80518,  0.41895,  0.80518
116, 34, -0.75994,  0.09992,  0.10619,  0.63997,  0.5638,  0.52208,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.79688,  0.41919,  0.79688
117, 35, -0.75614,  0.08909,  0.10253,  0.11135, -0.59459,  0.79628,  1.00,  0.50196,  0.50196,  0.30196,  0.4248,  0.80664,  0.4248,  0.80664
118, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
119, 31, -0.75495,  0.09267,  0.10342,  0.42043, -0.11353,  0.90019,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.80566,  0.42212,  0.80566
120, 33, -0.76083,  0.09622,  0.10689,  0.47494, -0.13657,  0.86936,  1.00,  0.50196,  0.50196,  0.30196,  0.42188,  0.79736,  0.42188,  0.79736
121, 35, -0.75614,  0.08909,  0.10253,  0.11135, -0.59459,  0.79628,  1.00,  0.50196,  0.50196,  0.30196,  0.4248,  0.80664,  0.4248,  0.80664
122, 31, -0.75495,  0.09267,  0.10342,  0.42043, -0.11353,  0.90019,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.80566,  0.42212,  0.80566
123, 26, -0.69964,  0.08195,  0.08953,  0.2474, -0.12767,  0.96047,  1.00,  0.50196,  0.50196,  0.30196,  0.41235,  0.87793,  0.41235,  0.87793
124, 36, -0.68477,  0.07871,  0.08481,  0.32296, -0.10346,  0.94074,  1.00,  0.50196,  0.50196,  0.30196,  0.41089,  0.89941,  0.41089,  0.89941
125, 27, -0.68293,  0.08579,  0.08319,  0.42667,  0.64694,  0.632,  1.00,  0.50196,  0.50196,  0.30196,  0.40454,  0.89893,  0.40454,  0.89893
126, 36, -0.68477,  0.07871,  0.08481,  0.32296, -0.10346,  0.94074,  1.00,  0.50196,  0.50196,  0.30196,  0.41089,  0.89941,  0.41089,  0.89941
127, 37, -0.66822,  0.08077,  0.07636,  0.58133,  0.59212,  0.55808,  1.00,  0.50196,  0.50196,  0.30196,  0.40332,  0.93164,  0.40332,  0.93164
128, 27, -0.68293,  0.08579,  0.08319,  0.42667,  0.64694,  0.632,  1.00,  0.50196,  0.50196,  0.30196,  0.40454,  0.89893,  0.40454,  0.89893
129, 38, -0.73327,  0.08111,  0.09379,  0.02478, -0.70501,  0.70877,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.83398,  0.42212,  0.83398
130, 28, -0.72543,  0.08379,  0.09428,  0.08579, -0.41066,  0.90774,  1.00,  0.50196,  0.50196,  0.30196,  0.41699,  0.8418,  0.41699,  0.8418
131, 29, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
132, 30, -0.74095,  0.08292,  0.09595,  0.05169, -0.66745,  0.74286,  1.00,  0.50196,  0.50196,  0.30196,  0.42358,  0.82373,  0.42358,  0.82373
133, 38, -0.73327,  0.08111,  0.09379,  0.02478, -0.70501,  0.70877,  1.00,  0.50196,  0.50196,  0.30196,  0.42212,  0.83398,  0.42212,  0.83398
134, 29, -0.7331,  0.08507,  0.09542,  0.1956, -0.08649,  0.97686,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.83105,  0.41919,  0.83105
135, 39, -0.76586,  0.09983,  0.1104,  0.54366, -0.173,  0.82128,  1.00,  0.50196,  0.50196,  0.30196,  0.42114,  0.79004,  0.42114,  0.79004
136, 33, -0.76083,  0.09622,  0.10689,  0.47494, -0.13657,  0.86936,  1.00,  0.50196,  0.50196,  0.30196,  0.42188,  0.79736,  0.42188,  0.79736
137, 34, -0.75994,  0.09992,  0.10619,  0.63997,  0.5638,  0.52208,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.79688,  0.41919,  0.79688
138, 39, -0.76586,  0.09983,  0.1104,  0.54366, -0.173,  0.82128,  1.00,  0.50196,  0.50196,  0.30196,  0.42114,  0.79004,  0.42114,  0.79004
139, 34, -0.75994,  0.09992,  0.10619,  0.63997,  0.5638,  0.52208,  1.00,  0.50196,  0.50196,  0.30196,  0.41919,  0.79688,  0.41919,  0.79688
140, 40, -0.76498,  0.10288,  0.10984,  0.73075,  0.50888,  0.45503,  1.00,  0.50196,  0.50196,  0.30196,  0.4187,  0.78955,  0.4187,  0.78955
141, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
142, 41, -0.74881,  0.08562,  0.09889,  0.08643, -0.62058,  0.77936,  1.00,  0.50196,  0.50196,  0.30196,  0.42456,  0.81641,  0.42456,  0.81641
143, 30, -0.74095,  0.08292,  0.09595,  0.05169, -0.66745,  0.74286,  1.00,  0.50196,  0.50196,  0.30196,  0.42358,  0.82373,  0.42358,  0.82373
144, 35, -0.75614,  0.08909,  0.10253,  0.11135, -0.59459,  0.79628,  1.00,  0.50196,  0.50196,  0.30196,  0.4248,  0.80664,  0.4248,  0.80664
145, 41, -0.74881,  0.08562,  0.09889,  0.08643, -0.62058,  0.77936,  1.00,  0.50196,  0.50196,  0.30196,  0.42456,  0.81641,  0.42456,  0.81641
146, 24, -0.7477,  0.08952,  0.09998,  0.35089, -0.08557,  0.9325,  1.00,  0.50196,  0.50196,  0.30196,  0.42139,  0.81494,  0.42139,  0.81494
147, 36, -0.68477,  0.07871,  0.08481,  0.32296, -0.10346,  0.94074,  1.00,  0.50196,  0.50196,  0.30196,  0.41089,  0.89941,  0.41089,  0.89941
148, 42, -0.67034,  0.07378,  0.07858,  0.45093, -0.10913,  0.88586,  1.00,  0.50196,  0.50196,  0.30196,  0.40967,  0.93115,  0.40967,  0.93115
149, 37, -0.66822,  0.08077,  0.07636,  0.58133,  0.59212,  0.55808,  1.00,  0.50196,  0.50196,  0.30196,  0.40332,  0.93164,  0.40332,  0.93164
150, 42, -0.67034,  0.07378,  0.07858,  0.45093, -0.10913,  0.88586,  1.00,  0.50196,  0.50196,  0.30196,  0.40967,  0.93115,  0.40967,  0.93115
151, 43, -0.6556,  0.0738,  0.06771,  0.7257,  0.51238,  0.45916,  1.00,  0.50196,  0.50196,  0.30196,  0.40454,  0.95996,  0.40454,  0.95996
152, 37, -0.66822,  0.08077,  0.07636,  0.58133,  0.59212,  0.55808,  1.00,  0.50196,  0.50196,  0.30196,  0.40332,  0.93164,  0.40332,  0.93164
153, 42, -0.67034,  0.07378,  0.07858,  0.45093, -0.10913,  0.88586,  1.00,  0.50196,  0.50196,  0.30196,  0.40967,  0.93115,  0.40967,  0.93115
154, 44, -0.65912,  0.06708,  0.0703,  0.54958, -0.17047,  0.81786,  1.00,  0.50196,  0.50196,  0.30196,  0.41089,  0.95654,  0.41089,  0.95654
