VTX, IDX, _input0.x, _input0.y, _input0.z, _input1.x, _input1.y, _input1.z, _input2.x, _input2.y, _input2.z, _input2.w, _input3.x, _input3.y, _input4.x, _input4.y
47, 16, -0.05901,  0.09369, -0.03006,  0.2328,  0.63554, -0.73613,  1.00,  0.50196,  0.50196,  0.50196,  0.02896,  0.27539,  0.02896,  0.27539
48, 18, -0.0552,  0.09194, -0.02711,  0.23454,  0.63205, -0.73836,  1.00,  0.50196,  0.50196,  0.50196,  0.02802,  0.27393,  0.02802,  0.27393
49, 19, -0.05514,  0.09144, -0.02626,  0.23473,  0.63246, -0.73794,  1.00,  0.50196,  0.50196,  0.50196,  0.02766,  0.27393,  0.02766,  0.27393
50, 17, -0.05934,  0.09306, -0.02824,  0.23223,  0.64091, -0.73164,  1.00,  0.50196,  0.50196,  0.50196,  0.0284,  0.27539,  0.0284,  0.27539
51, 20, -0.04911,  0.08894, -0.02164,  0.23487,  0.62989, -0.74006,  1.00,  0.50196,  0.50196,  1.00,  0.02641,  0.27148,  0.02641,  0.27148
52, 19, -0.05514,  0.09144, -0.02626,  0.23473,  0.63246, -0.73794,  1.00,  0.50196,  0.50196,  0.50196,  0.02766,  0.27393,  0.02766,  0.27393
53, 18, -0.0552,  0.09194, -0.02711,  0.23454,  0.63205, -0.73836,  1.00,  0.50196,  0.50196,  0.50196,  0.02802,  0.27393,  0.02802,  0.27393
54, 20, -0.04911,  0.08894, -0.02164,  0.23487,  0.62989, -0.74006,  1.00,  0.50196,  0.50196,  1.00,  0.02641,  0.27148,  0.02641,  0.27148
55, 21, -0.05543,  0.09193, -0.02464,  0.23405,  0.6408, -0.73093,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
56, 19, -0.05514,  0.09144, -0.02626,  0.23473,  0.63246, -0.73794,  1.00,  0.50196,  0.50196,  0.50196,  0.02766,  0.27393,  0.02766,  0.27393
57, 22, -0.05998,  0.0936, -0.02637,  0.22549,  0.64568, -0.72938,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
58, 19, -0.05514,  0.09144, -0.02626,  0.23473,  0.63246, -0.73794,  1.00,  0.50196,  0.50196,  0.50196,  0.02766,  0.27393,  0.02766,  0.27393
59, 21, -0.05543,  0.09193, -0.02464,  0.23405,  0.6408, -0.73093,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
60, 22, -0.05998,  0.0936, -0.02637,  0.22549,  0.64568, -0.72938,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
61, 17, -0.05934,  0.09306, -0.02824,  0.23223,  0.64091, -0.73164,  1.00,  0.50196,  0.50196,  0.50196,  0.0284,  0.27539,  0.0284,  0.27539
62, 19, -0.05514,  0.09144, -0.02626,  0.23473,  0.63246, -0.73794,  1.00,  0.50196,  0.50196,  0.50196,  0.02766,  0.27393,  0.02766,  0.27393
63, 17, -0.05934,  0.09306, -0.02824,  0.23223,  0.64091, -0.73164,  1.00,  0.50196,  0.50196,  0.50196,  0.0284,  0.27539,  0.0284,  0.27539
64, 23, -0.06614,  0.09561, -0.02851,  0.20922,  0.65325, -0.72765,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
65, 15, -0.06558,  0.09461, -0.03192,  0.21102,  0.64174, -0.73731,  1.00,  0.50196,  0.50196,  0.50196,  0.02956,  0.27759,  0.02956,  0.27759
66, 17, -0.05934,  0.09306, -0.02824,  0.23223,  0.64091, -0.73164,  1.00,  0.50196,  0.50196,  0.50196,  0.0284,  0.27539,  0.0284,  0.27539
67, 22, -0.05998,  0.0936, -0.02637,  0.22549,  0.64568, -0.72938,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
68, 23, -0.06614,  0.09561, -0.02851,  0.20922,  0.65325, -0.72765,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
69, 15, -0.06558,  0.09461, -0.03192,  0.21102,  0.64174, -0.73731,  1.00,  0.50196,  0.50196,  0.50196,  0.02956,  0.27759,  0.02956,  0.27759
70, 24, -0.07531,  0.0975, -0.03058,  0.16868,  0.66671, -0.72596,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
71, 13, -0.07485,  0.09579, -0.03583,  0.17264,  0.64415, -0.74515,  1.00,  0.50196,  0.50196,  0.50196,  0.03125,  0.28101,  0.03125,  0.28101
72, 15, -0.06558,  0.09461, -0.03192,  0.21102,  0.64174, -0.73731,  1.00,  0.50196,  0.50196,  0.50196,  0.02956,  0.27759,  0.02956,  0.27759
73, 23, -0.06614,  0.09561, -0.02851,  0.20922,  0.65325, -0.72765,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
74, 24, -0.07531,  0.0975, -0.03058,  0.16868,  0.66671, -0.72596,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
75, 13, -0.07485,  0.09579, -0.03583,  0.17264,  0.64415, -0.74515,  1.00,  0.50196,  0.50196,  0.50196,  0.03125,  0.28101,  0.03125,  0.28101
76, 24, -0.07531,  0.0975, -0.03058,  0.16868,  0.66671, -0.72596,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
77, 25, -0.08741,  0.09888, -0.03237,  0.11128,  0.68188, -0.72293,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
78, 13, -0.07485,  0.09579, -0.03583,  0.17264,  0.64415, -0.74515,  1.00,  0.50196,  0.50196,  0.50196,  0.03125,  0.28101,  0.03125,  0.28101
79, 25, -0.08741,  0.09888, -0.03237,  0.11128,  0.68188, -0.72293,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
80, 26, -0.08712,  0.09715, -0.03895,  0.11542,  0.64973, -0.75133,  1.00,  0.50196,  0.50196,  0.50196,  0.03345,  0.28491,  0.03345,  0.28491
81, 26, -0.08712,  0.09715, -0.03895,  0.11542,  0.64973, -0.75133,  1.00,  0.50196,  0.50196,  0.50196,  0.03345,  0.28491,  0.03345,  0.28491
82, 25, -0.08741,  0.09888, -0.03237,  0.11128,  0.68188, -0.72293,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
83, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
84, 26, -0.08712,  0.09715, -0.03895,  0.11542,  0.64973, -0.75133,  1.00,  0.50196,  0.50196,  0.50196,  0.03345,  0.28491,  0.03345,  0.28491
85, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
86, 28, -0.10091,  0.09815, -0.04021,  0.03361,  0.65879, -0.75157,  1.00,  0.50196,  0.50196,  0.50196,  0.0354,  0.28955,  0.0354,  0.28955
87, 28, -0.10091,  0.09815, -0.04021,  0.03361,  0.65879, -0.75157,  1.00,  0.50196,  0.50196,  0.50196,  0.0354,  0.28955,  0.0354,  0.28955
88, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
89, 29, -0.11255,  0.098, -0.03123, -0.06343,  0.70059, -0.71073,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
90, 28, -0.10091,  0.09815, -0.04021,  0.03361,  0.65879, -0.75157,  1.00,  0.50196,  0.50196,  0.50196,  0.0354,  0.28955,  0.0354,  0.28955
91, 29, -0.11255,  0.098, -0.03123, -0.06343,  0.70059, -0.71073,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
92, 30, -0.11256,  0.0978, -0.03891, -0.06285,  0.65656, -0.75164,  1.00,  0.50196,  0.50196,  0.50196,  0.03647,  0.2937,  0.03647,  0.2937
93, 30, -0.11256,  0.0978, -0.03891, -0.06285,  0.65656, -0.75164,  1.00,  0.50196,  0.50196,  0.50196,  0.03647,  0.2937,  0.03647,  0.2937
94, 29, -0.11255,  0.098, -0.03123, -0.06343,  0.70059, -0.71073,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
95, 31, -0.12453,  0.0973, -0.02853, -0.19684,  0.7129, -0.67306,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
96, 30, -0.11256,  0.0978, -0.03891, -0.06285,  0.65656, -0.75164,  1.00,  0.50196,  0.50196,  0.50196,  0.03647,  0.2937,  0.03647,  0.2937
97, 31, -0.12453,  0.0973, -0.02853, -0.19684,  0.7129, -0.67306,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
98, 32, -0.12465,  0.0974, -0.03613, -0.18255,  0.6602, -0.72857,  1.00,  0.50196,  0.50196,  0.00,  0.03738,  0.29834,  0.03738,  0.29834
99, 32, -0.12465,  0.0974, -0.03613, -0.18255,  0.6602, -0.72857,  1.00,  0.50196,  0.50196,  0.00,  0.03738,  0.29834,  0.03738,  0.29834
100, 31, -0.12453,  0.0973, -0.02853, -0.19684,  0.7129, -0.67306,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
101, 33, -0.13713,  0.09523, -0.02396, -0.37257,  0.70687, -0.60127,  1.00,  0.50196,  0.50196,  0.00,  0.03558,  0.30469,  0.03558,  0.30469
102, 32, -0.12465,  0.0974, -0.03613, -0.18255,  0.6602, -0.72857,  1.00,  0.50196,  0.50196,  0.00,  0.03738,  0.29834,  0.03738,  0.29834
103, 33, -0.13713,  0.09523, -0.02396, -0.37257,  0.70687, -0.60127,  1.00,  0.50196,  0.50196,  0.00,  0.03558,  0.30469,  0.03558,  0.30469
104, 1, -0.13712,  0.09744, -0.03136, -0.32729,  0.66388, -0.67241,  1.00,  0.50196,  0.50196,  0.00,  0.03802,  0.30347,  0.03802,  0.30347
105, 31, -0.12453,  0.0973, -0.02853, -0.19684,  0.7129, -0.67306,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
106, 34, -0.13711,  0.10222, -0.02196, -0.34876,  0.80844, -0.47411,  1.00,  0.50196,  0.50196,  0.00,  0.0329,  0.30493,  0.0329,  0.30493
107, 33, -0.13713,  0.09523, -0.02396, -0.37257,  0.70687, -0.60127,  1.00,  0.50196,  0.50196,  0.00,  0.03558,  0.30469,  0.03558,  0.30469
108, 31, -0.12453,  0.0973, -0.02853, -0.19684,  0.7129, -0.67306,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
109, 35, -0.12466,  0.10393, -0.0262, -0.19543,  0.78759, -0.58439,  1.00,  0.50196,  0.50196,  0.00,  0.03207,  0.30005,  0.03207,  0.30005
110, 34, -0.13711,  0.10222, -0.02196, -0.34876,  0.80844, -0.47411,  1.00,  0.50196,  0.50196,  0.00,  0.0329,  0.30493,  0.0329,  0.30493
111, 29, -0.11255,  0.098, -0.03123, -0.06343,  0.70059, -0.71073,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
112, 35, -0.12466,  0.10393, -0.0262, -0.19543,  0.78759, -0.58439,  1.00,  0.50196,  0.50196,  0.00,  0.03207,  0.30005,  0.03207,  0.30005
113, 31, -0.12453,  0.0973, -0.02853, -0.19684,  0.7129, -0.67306,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
114, 29, -0.11255,  0.098, -0.03123, -0.06343,  0.70059, -0.71073,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
115, 36, -0.11237,  0.10641, -0.02985, -0.06913,  0.77475, -0.62846,  1.00,  0.50196,  0.50196,  0.50196,  0.03035,  0.29565,  0.03035,  0.29565
116, 35, -0.12466,  0.10393, -0.0262, -0.19543,  0.78759, -0.58439,  1.00,  0.50196,  0.50196,  0.00,  0.03207,  0.30005,  0.03207,  0.30005
117, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
118, 36, -0.11237,  0.10641, -0.02985, -0.06913,  0.77475, -0.62846,  1.00,  0.50196,  0.50196,  0.50196,  0.03035,  0.29565,  0.03035,  0.29565
119, 29, -0.11255,  0.098, -0.03123, -0.06343,  0.70059, -0.71073,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
120, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
121, 37, -0.10135,  0.10778, -0.03163,  0.01684,  0.75363, -0.65706,  1.00,  0.50196,  0.50196,  0.50196,  0.02895,  0.29175,  0.02895,  0.29175
122, 36, -0.11237,  0.10641, -0.02985, -0.06913,  0.77475, -0.62846,  1.00,  0.50196,  0.50196,  0.50196,  0.03035,  0.29565,  0.03035,  0.29565
123, 38, -0.1005,  0.11078, -0.03154,  0.01854,  0.76618, -0.64233,  1.00,  0.50196,  0.50196,  0.00,  0.05753,  0.27612,  0.05753,  0.27612
124, 39, -0.10135,  0.10778, -0.03163,  0.01684,  0.75363, -0.65706,  1.00,  0.50196,  0.50196,  0.50196,  0.05887,  0.27563,  0.05887,  0.27563
125, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
126, 38, -0.1005,  0.11078, -0.03154,  0.01854,  0.76618, -0.64233,  1.00,  0.50196,  0.50196,  0.00,  0.05753,  0.27612,  0.05753,  0.27612
127, 27, -0.10144,  0.09847, -0.03245,  0.0287,  0.69014, -0.72311,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
128, 40, -0.08741,  0.09888, -0.03237,  0.11128,  0.68188, -0.72293,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
129, 40, -0.08741,  0.09888, -0.03237,  0.11128,  0.68188, -0.72293,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
130, 41, -0.08714,  0.10837, -0.0307,  0.0977,  0.73485, -0.67108,  1.00,  0.50196,  0.50196,  0.30196,  0.03198,  0.27759,  0.03198,  0.27759
131, 38, -0.1005,  0.11078, -0.03154,  0.01854,  0.76618, -0.64233,  1.00,  0.50196,  0.50196,  0.00,  0.05753,  0.27612,  0.05753,  0.27612
132, 24, -0.07531,  0.0975, -0.03058,  0.16868,  0.66671, -0.72596,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
133, 42, -0.08714,  0.10837, -0.0307,  0.0977,  0.73485, -0.67108,  1.00,  0.50196,  0.50196,  0.30196,  0.03198,  0.27759,  0.03198,  0.27759
134, 40, -0.08741,  0.09888, -0.03237,  0.11128,  0.68188, -0.72293,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
135, 24, -0.07531,  0.0975, -0.03058,  0.16868,  0.66671, -0.72596,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
136, 43, -0.07409,  0.10509, -0.02972,  0.16434,  0.70315, -0.69176,  1.00,  0.50196,  0.50196,  0.50196,  0.02914,  0.27173,  0.02914,  0.27173
137, 42, -0.08714,  0.10837, -0.0307,  0.0977,  0.73485, -0.67108,  1.00,  0.50196,  0.50196,  0.30196,  0.03198,  0.27759,  0.03198,  0.27759
138, 23, -0.06614,  0.09561, -0.02851,  0.20922,  0.65325, -0.72765,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
139, 43, -0.07409,  0.10509, -0.02972,  0.16434,  0.70315, -0.69176,  1.00,  0.50196,  0.50196,  0.50196,  0.02914,  0.27173,  0.02914,  0.27173
140, 24, -0.07531,  0.0975, -0.03058,  0.16868,  0.66671, -0.72596,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
141, 23, -0.06614,  0.09561, -0.02851,  0.20922,  0.65325, -0.72765,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
142, 44, -0.06546,  0.10163, -0.02815,  0.20251,  0.67948, -0.70507,  1.00,  0.50196,  0.50196,  0.50196,  0.02788,  0.26685,  0.02788,  0.26685
143, 43, -0.07409,  0.10509, -0.02972,  0.16434,  0.70315, -0.69176,  1.00,  0.50196,  0.50196,  0.50196,  0.02914,  0.27173,  0.02914,  0.27173
144, 22, -0.05998,  0.0936, -0.02637,  0.22549,  0.64568, -0.72938,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
145, 44, -0.06546,  0.10163, -0.02815,  0.20251,  0.67948, -0.70507,  1.00,  0.50196,  0.50196,  0.50196,  0.02788,  0.26685,  0.02788,  0.26685
146, 23, -0.06614,  0.09561, -0.02851,  0.20922,  0.65325, -0.72765,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
147, 22, -0.05998,  0.0936, -0.02637,  0.22549,  0.64568, -0.72938,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
148, 45, -0.05982,  0.09814, -0.02625,  0.2222,  0.66329, -0.71445,  1.00,  0.50196,  0.50196,  0.50196,  0.02748,  0.26318,  0.02748,  0.26318
149, 44, -0.06546,  0.10163, -0.02815,  0.20251,  0.67948, -0.70507,  1.00,  0.50196,  0.50196,  0.50196,  0.02788,  0.26685,  0.02788,  0.26685
150, 46, -0.05543,  0.09193, -0.02464,  0.23405,  0.6408, -0.73093,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
151, 47, -0.05982,  0.09814, -0.02625,  0.2222,  0.66329, -0.71445,  1.00,  0.50196,  0.50196,  0.50196,  0.02748,  0.26318,  0.02748,  0.26318
152, 22, -0.05998,  0.0936, -0.02637,  0.22549,  0.64568, -0.72938,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
153, 46, -0.05543,  0.09193, -0.02464,  0.23405,  0.6408, -0.73093,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
154, 48, -0.05548,  0.09494, -0.0247,  0.23268,  0.65301, -0.7205,  1.00,  0.50196,  0.50196,  0.50196,  0.0274,  0.26025,  0.0274,  0.26025
155, 47, -0.05982,  0.09814, -0.02625,  0.2222,  0.66329, -0.71445,  1.00,  0.50196,  0.50196,  0.50196,  0.02748,  0.26318,  0.02748,  0.26318
156, 46, -0.05543,  0.09193, -0.02464,  0.23405,  0.6408, -0.73093,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
