VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w
16, 7, -0.11237,  0.09778, -0.0389, -0.04017, -0.85242, -0.52042,  1.00,  1.00,  0.50196,  0.50196,  0.50196
17, 6, -0.11238,  0.1009, -0.04047, -0.16257,  0.15609, -0.97424,  1.00,  1.00,  0.50196,  0.50196,  0.50196
18, 8, -0.10077,  0.10137, -0.04167, -0.00629,  0.15011, -0.98863,  1.00,  1.00,  0.50196,  0.50196,  0.50196
19, 9, -0.10061,  0.09861, -0.04018,  0.02702, -0.872, -0.48797,  1.00,  1.00,  0.50196,  0.50196,  0.50196
20, 7, -0.11237,  0.09778, -0.0389, -0.04017, -0.85242, -0.52042,  1.00,  1.00,  0.50196,  0.50196,  0.50196
21, 10, -0.0874,  0.10059, -0.04079,  0.15857,  0.07496, -0.98445,  1.00,  1.00,  0.50196,  0.50196,  0.50196
22, 9, -0.10061,  0.09861, -0.04018,  0.02702, -0.872, -0.48797,  1.00,  1.00,  0.50196,  0.50196,  0.50196
23, 8, -0.10077,  0.10137, -0.04167, -0.00629,  0.15011, -0.98863,  1.00,  1.00,  0.50196,  0.50196,  0.50196
24, 10, -0.0874,  0.10059, -0.04079,  0.15857,  0.07496, -0.98445,  1.00,  1.00,  0.50196,  0.50196,  0.50196
25, 11, -0.08719,  0.09848, -0.03882,  0.05201, -0.93554, -0.34871,  1.00,  1.00,  0.50196,  0.50196,  0.50196
26, 9, -0.10061,  0.09861, -0.04018,  0.02702, -0.872, -0.48797,  1.00,  1.00,  0.50196,  0.50196,  0.50196
27, 12, -0.07551,  0.09973, -0.03811,  0.26417, -0.01015, -0.96437,  1.00,  1.00,  0.50196,  0.50196,  0.50196
28, 11, -0.08719,  0.09848, -0.03882,  0.05201, -0.93554, -0.34871,  1.00,  1.00,  0.50196,  0.50196,  0.50196
29, 10, -0.0874,  0.10059, -0.04079,  0.15857,  0.07496, -0.98445,  1.00,  1.00,  0.50196,  0.50196,  0.50196
30, 12, -0.07551,  0.09973, -0.03811,  0.26417, -0.01015, -0.96437,  1.00,  1.00,  0.50196,  0.50196,  0.50196
31, 13, -0.07551,  0.09788, -0.03595,  0.01261, -0.97808, -0.20687, -1.00,  1.00,  0.50196,  0.50196,  0.50196
32, 11, -0.08719,  0.09848, -0.03882,  0.05201, -0.93554, -0.34871,  1.00,  1.00,  0.50196,  0.50196,  0.50196
33, 14, -0.06589,  0.09823, -0.03442,  0.38267, -0.16942, -0.9082, -1.00,  1.00,  0.50196,  0.50196,  0.50196
34, 13, -0.07551,  0.09788, -0.03595,  0.01261, -0.97808, -0.20687, -1.00,  1.00,  0.50196,  0.50196,  0.50196
35, 12, -0.07551,  0.09973, -0.03811,  0.26417, -0.01015, -0.96437,  1.00,  1.00,  0.50196,  0.50196,  0.50196
36, 14, -0.06589,  0.09823, -0.03442,  0.38267, -0.16942, -0.9082, -1.00,  1.00,  0.50196,  0.50196,  0.50196
37, 15, -0.06613,  0.09738, -0.03249, -0.07438, -0.99113, -0.10886, -1.00,  1.00,  0.50196,  0.50196,  0.50196
38, 13, -0.07551,  0.09788, -0.03595,  0.01261, -0.97808, -0.20687, -1.00,  1.00,  0.50196,  0.50196,  0.50196
39, 16, -0.05947,  0.09695, -0.03097,  0.44077, -0.26288, -0.85824, -1.00,  1.00,  0.50196,  0.50196,  0.50196
40, 15, -0.06613,  0.09738, -0.03249, -0.07438, -0.99113, -0.10886, -1.00,  1.00,  0.50196,  0.50196,  0.50196
41, 14, -0.06589,  0.09823, -0.03442,  0.38267, -0.16942, -0.9082, -1.00,  1.00,  0.50196,  0.50196,  0.50196
42, 16, -0.05947,  0.09695, -0.03097,  0.44077, -0.26288, -0.85824, -1.00,  1.00,  0.50196,  0.50196,  0.50196
43, 17, -0.05965,  0.0963, -0.02913, -0.17558, -0.98245, -0.06104, -1.00,  1.00,  0.50196,  0.50196,  0.50196
44, 15, -0.06613,  0.09738, -0.03249, -0.07438, -0.99113, -0.10886, -1.00,  1.00,  0.50196,  0.50196,  0.50196
45, 18, -0.05576,  0.09574, -0.02825,  0.4657, -0.27021, -0.84246, -1.00,  1.00,  0.50196,  0.50196,  0.50196
46, 17, -0.05965,  0.0963, -0.02913, -0.17558, -0.98245, -0.06104, -1.00,  1.00,  0.50196,  0.50196,  0.50196
47, 16, -0.05947,  0.09695, -0.03097,  0.44077, -0.26288, -0.85824, -1.00,  1.00,  0.50196,  0.50196,  0.50196
48, 18, -0.05576,  0.09574, -0.02825,  0.4657, -0.27021, -0.84246, -1.00,  1.00,  0.50196,  0.50196,  0.50196
49, 19, -0.05563,  0.09526, -0.0274, -0.15562, -0.97501, -0.15827, -1.00,  1.00,  0.50196,  0.50196,  0.50196
50, 17, -0.05965,  0.0963, -0.02913, -0.17558, -0.98245, -0.06104, -1.00,  1.00,  0.50196,  0.50196,  0.50196
51, 20, -0.04958,  0.09339, -0.02326,  0.83231, -0.36424,  0.41736,  1.00,  1.00,  0.50196,  0.50196,  1.00
52, 19, -0.05563,  0.09526, -0.0274, -0.15562, -0.97501, -0.15827, -1.00,  1.00,  0.50196,  0.50196,  0.50196
53, 18, -0.05576,  0.09574, -0.02825,  0.4657, -0.27021, -0.84246, -1.00,  1.00,  0.50196,  0.50196,  0.50196
54, 20, -0.04958,  0.09339, -0.02326,  0.83231, -0.36424,  0.41736,  1.00,  1.00,  0.50196,  0.50196,  1.00
55, 21, -0.05584,  0.09572, -0.02577, -0.41083, -0.56843,  0.71251, -1.00,  1.00,  0.50196,  0.50196,  0.50196
56, 19, -0.05563,  0.09526, -0.0274, -0.15562, -0.97501, -0.15827, -1.00,  1.00,  0.50196,  0.50196,  0.50196
57, 22, -0.06038,  0.09696, -0.02719, -0.34723, -0.57775,  0.73829,  1.00,  1.00,  0.50196,  0.50196,  0.50196
58, 19, -0.05563,  0.09526, -0.0274, -0.15562, -0.97501, -0.15827, -1.00,  1.00,  0.50196,  0.50196,  0.50196
59, 21, -0.05584,  0.09572, -0.02577, -0.41083, -0.56843,  0.71251, -1.00,  1.00,  0.50196,  0.50196,  0.50196
60, 22, -0.06038,  0.09696, -0.02719, -0.34723, -0.57775,  0.73829,  1.00,  1.00,  0.50196,  0.50196,  0.50196
61, 17, -0.05965,  0.0963, -0.02913, -0.17558, -0.98245, -0.06104, -1.00,  1.00,  0.50196,  0.50196,  0.50196
62, 19, -0.05563,  0.09526, -0.0274, -0.15562, -0.97501, -0.15827, -1.00,  1.00,  0.50196,  0.50196,  0.50196
63, 17, -0.05965,  0.0963, -0.02913, -0.17558, -0.98245, -0.06104, -1.00,  1.00,  0.50196,  0.50196,  0.50196
64, 23, -0.06657,  0.09835, -0.02905, -0.26973, -0.60048,  0.75254,  1.00,  1.00,  0.50196,  0.50196,  0.50196
65, 15, -0.06613,  0.09738, -0.03249, -0.07438, -0.99113, -0.10886, -1.00,  1.00,  0.50196,  0.50196,  0.50196
66, 17, -0.05965,  0.0963, -0.02913, -0.17558, -0.98245, -0.06104, -1.00,  1.00,  0.50196,  0.50196,  0.50196
67, 22, -0.06038,  0.09696, -0.02719, -0.34723, -0.57775,  0.73829,  1.00,  1.00,  0.50196,  0.50196,  0.50196
68, 23, -0.06657,  0.09835, -0.02905, -0.26973, -0.60048,  0.75254,  1.00,  1.00,  0.50196,  0.50196,  0.50196
69, 15, -0.06613,  0.09738, -0.03249, -0.07438, -0.99113, -0.10886, -1.00,  1.00,  0.50196,  0.50196,  0.50196
70, 24, -0.07584,  0.09958, -0.03068, -0.14703, -0.62691,  0.76475,  1.00,  1.00,  0.50196,  0.50196,  0.50196
71, 13, -0.07551,  0.09788, -0.03595,  0.01261, -0.97808, -0.20687, -1.00,  1.00,  0.50196,  0.50196,  0.50196
72, 15, -0.06613,  0.09738, -0.03249, -0.07438, -0.99113, -0.10886, -1.00,  1.00,  0.50196,  0.50196,  0.50196
73, 23, -0.06657,  0.09835, -0.02905, -0.26973, -0.60048,  0.75254,  1.00,  1.00,  0.50196,  0.50196,  0.50196
74, 24, -0.07584,  0.09958, -0.03068, -0.14703, -0.62691,  0.76475,  1.00,  1.00,  0.50196,  0.50196,  0.50196
75, 13, -0.07551,  0.09788, -0.03595,  0.01261, -0.97808, -0.20687, -1.00,  1.00,  0.50196,  0.50196,  0.50196
76, 24, -0.07584,  0.09958, -0.03068, -0.14703, -0.62691,  0.76475,  1.00,  1.00,  0.50196,  0.50196,  0.50196
77, 25, -0.08757,  0.10019, -0.03219, -0.03985, -0.66747,  0.74302,  1.00,  1.00,  0.50196,  0.50196,  0.50196
78, 13, -0.07551,  0.09788, -0.03595,  0.01261, -0.97808, -0.20687, -1.00,  1.00,  0.50196,  0.50196,  0.50196
79, 25, -0.08757,  0.10019, -0.03219, -0.03985, -0.66747,  0.74302,  1.00,  1.00,  0.50196,  0.50196,  0.50196
80, 26, -0.08719,  0.09848, -0.03882,  0.05201, -0.93554, -0.34871, -1.00,  1.00,  0.50196,  0.50196,  0.50196
81, 26, -0.08719,  0.09848, -0.03882,  0.05201, -0.93554, -0.34871, -1.00,  1.00,  0.50196,  0.50196,  0.50196
82, 25, -0.08757,  0.10019, -0.03219, -0.03985, -0.66747,  0.74302,  1.00,  1.00,  0.50196,  0.50196,  0.50196
83, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
84, 26, -0.08719,  0.09848, -0.03882,  0.05201, -0.93554, -0.34871, -1.00,  1.00,  0.50196,  0.50196,  0.50196
85, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
86, 28, -0.10061,  0.09861, -0.04018,  0.02702, -0.872, -0.48797, -1.00,  1.00,  0.50196,  0.50196,  0.50196
87, 28, -0.10061,  0.09861, -0.04018,  0.02702, -0.872, -0.48797, -1.00,  1.00,  0.50196,  0.50196,  0.50196
88, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
89, 29, -0.11234,  0.09798, -0.03122,  0.18613, -0.7616,  0.62034, -1.00,  1.00,  0.50196,  0.50196,  0.50196
90, 28, -0.10061,  0.09861, -0.04018,  0.02702, -0.872, -0.48797, -1.00,  1.00,  0.50196,  0.50196,  0.50196
91, 29, -0.11234,  0.09798, -0.03122,  0.18613, -0.7616,  0.62034, -1.00,  1.00,  0.50196,  0.50196,  0.50196
92, 30, -0.11237,  0.09778, -0.0389, -0.04017, -0.85242, -0.52042, -1.00,  1.00,  0.50196,  0.50196,  0.50196
93, 30, -0.11237,  0.09778, -0.0389, -0.04017, -0.85242, -0.52042, -1.00,  1.00,  0.50196,  0.50196,  0.50196
94, 29, -0.11234,  0.09798, -0.03122,  0.18613, -0.7616,  0.62034, -1.00,  1.00,  0.50196,  0.50196,  0.50196
95, 31, -0.12433,  0.09705, -0.02851,  0.24429, -0.80913,  0.53391, -1.00,  1.00,  0.50196,  0.50196,  0.00
96, 30, -0.11237,  0.09778, -0.0389, -0.04017, -0.85242, -0.52042, -1.00,  1.00,  0.50196,  0.50196,  0.50196
97, 31, -0.12433,  0.09705, -0.02851,  0.24429, -0.80913,  0.53391, -1.00,  1.00,  0.50196,  0.50196,  0.00
98, 32, -0.12465,  0.0974, -0.03613, -0.10201, -0.86216, -0.49626, -1.00,  1.00,  0.50196,  0.50196,  0.00
99, 32, -0.12465,  0.0974, -0.03613, -0.10201, -0.86216, -0.49626, -1.00,  1.00,  0.50196,  0.50196,  0.00
100, 31, -0.12433,  0.09705, -0.02851,  0.24429, -0.80913,  0.53391, -1.00,  1.00,  0.50196,  0.50196,  0.00
101, 33, -0.13713,  0.09523, -0.02396,  0.27597, -0.77742,  0.5652, -1.00,  1.00,  0.50196,  0.50196,  0.00
102, 32, -0.12465,  0.0974, -0.03613, -0.10201, -0.86216, -0.49626, -1.00,  1.00,  0.50196,  0.50196,  0.00
103, 33, -0.13713,  0.09523, -0.02396,  0.27597, -0.77742,  0.5652, -1.00,  1.00,  0.50196,  0.50196,  0.00
104, 1, -0.13712,  0.09744, -0.03136, -0.06048, -0.89679, -0.4383, -1.00,  1.00,  0.50196,  0.50196,  0.00
105, 31, -0.12433,  0.09705, -0.02851,  0.24429, -0.80913,  0.53391, -1.00,  1.00,  0.50196,  0.50196,  0.00
106, 34, -0.13711,  0.10222, -0.02196,  0.28166, -0.84268,  0.45887, -1.00,  1.00,  0.50196,  0.50196,  0.00
107, 33, -0.13713,  0.09523, -0.02396,  0.27597, -0.77742,  0.5652, -1.00,  1.00,  0.50196,  0.50196,  0.00
108, 31, -0.12433,  0.09705, -0.02851,  0.24429, -0.80913,  0.53391, -1.00,  1.00,  0.50196,  0.50196,  0.00
109, 35, -0.12466,  0.10393, -0.0262,  0.29699, -0.80796,  0.50893, -1.00,  1.00,  0.50196,  0.50196,  0.00
110, 34, -0.13711,  0.10222, -0.02196,  0.28166, -0.84268,  0.45887, -1.00,  1.00,  0.50196,  0.50196,  0.00
111, 29, -0.11234,  0.09798, -0.03122,  0.18613, -0.7616,  0.62034, -1.00,  1.00,  0.50196,  0.50196,  0.50196
112, 35, -0.12466,  0.10393, -0.0262,  0.29699, -0.80796,  0.50893, -1.00,  1.00,  0.50196,  0.50196,  0.00
113, 31, -0.12433,  0.09705, -0.02851,  0.24429, -0.80913,  0.53391, -1.00,  1.00,  0.50196,  0.50196,  0.00
114, 29, -0.11234,  0.09798, -0.03122,  0.18613, -0.7616,  0.62034, -1.00,  1.00,  0.50196,  0.50196,  0.50196
115, 36, -0.11238,  0.10635, -0.02982,  0.24986, -0.79747,  0.54859, -1.00,  1.00,  0.50196,  0.50196,  0.50196
116, 35, -0.12466,  0.10393, -0.0262,  0.29699, -0.80796,  0.50893, -1.00,  1.00,  0.50196,  0.50196,  0.00
117, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
118, 36, -0.11238,  0.10635, -0.02982,  0.24986, -0.79747,  0.54859, -1.00,  1.00,  0.50196,  0.50196,  0.50196
119, 29, -0.11234,  0.09798, -0.03122,  0.18613, -0.7616,  0.62034, -1.00,  1.00,  0.50196,  0.50196,  0.50196
120, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
121, 37, -0.10154,  0.10822, -0.03154,  0.11849, -0.8337,  0.53866, -1.00,  1.00,  0.50196,  0.50196,  0.50196
122, 36, -0.11238,  0.10635, -0.02982,  0.24986, -0.79747,  0.54859, -1.00,  1.00,  0.50196,  0.50196,  0.50196
123, 38, -0.10087,  0.11127, -0.03146,  0.00025,  0.80849, -0.58792, -1.00,  1.00,  0.50196,  0.50196,  0.00
124, 39, -0.10154,  0.10822, -0.03154,  0.11849, -0.8337,  0.53866, -1.00,  1.00,  0.50196,  0.50196,  0.50196
125, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
126, 38, -0.10087,  0.11127, -0.03146,  0.00025,  0.80849, -0.58792, -1.00,  1.00,  0.50196,  0.50196,  0.00
127, 27, -0.10105,  0.09897, -0.03245,  0.08903, -0.72766,  0.67997, -1.00,  1.00,  0.50196,  0.50196,  0.50196
128, 40, -0.08757,  0.10019, -0.03219, -0.03985, -0.66747,  0.74302, -1.00,  1.00,  0.50196,  0.50196,  0.50196
129, 40, -0.08757,  0.10019, -0.03219, -0.03985, -0.66747,  0.74302, -1.00,  1.00,  0.50196,  0.50196,  0.50196
130, 41, -0.08779,  0.10968, -0.03054,  0.10547,  0.886,  0.45085, -1.00,  1.00,  0.50196,  0.50196,  0.30196
131, 38, -0.10087,  0.11127, -0.03146,  0.00025,  0.80849, -0.58792, -1.00,  1.00,  0.50196,  0.50196,  0.00
132, 24, -0.07584,  0.09958, -0.03068, -0.14703, -0.62691,  0.76475,  1.00,  1.00,  0.50196,  0.50196,  0.50196
133, 42, -0.08779,  0.10968, -0.03054,  0.10547,  0.886,  0.45085,  1.00,  1.00,  0.50196,  0.50196,  0.30196
134, 40, -0.08757,  0.10019, -0.03219, -0.03985, -0.66747,  0.74302, -1.00,  1.00,  0.50196,  0.50196,  0.50196
135, 24, -0.07584,  0.09958, -0.03068, -0.14703, -0.62691,  0.76475,  1.00,  1.00,  0.50196,  0.50196,  0.50196
136, 43, -0.07506,  0.10725, -0.02989,  0.17413,  0.88704,  0.42717,  1.00,  1.00,  0.50196,  0.50196,  0.50196
137, 42, -0.08779,  0.10968, -0.03054,  0.10547,  0.886,  0.45085,  1.00,  1.00,  0.50196,  0.50196,  0.30196
138, 23, -0.06657,  0.09835, -0.02905, -0.26973, -0.60048,  0.75254,  1.00,  1.00,  0.50196,  0.50196,  0.50196
139, 43, -0.07506,  0.10725, -0.02989,  0.17413,  0.88704,  0.42717,  1.00,  1.00,  0.50196,  0.50196,  0.50196
140, 24, -0.07584,  0.09958, -0.03068, -0.14703, -0.62691,  0.76475,  1.00,  1.00,  0.50196,  0.50196,  0.50196
141, 23, -0.06657,  0.09835, -0.02905, -0.26973, -0.60048,  0.75254,  1.00,  1.00,  0.50196,  0.50196,  0.50196
142, 44, -0.06622,  0.10449, -0.02863,  0.2869,  0.86439,  0.41242,  1.00,  1.00,  0.50196,  0.50196,  0.50196
143, 43, -0.07506,  0.10725, -0.02989,  0.17413,  0.88704,  0.42717,  1.00,  1.00,  0.50196,  0.50196,  0.50196
144, 22, -0.06038,  0.09696, -0.02719, -0.34723, -0.57775,  0.73829,  1.00,  1.00,  0.50196,  0.50196,  0.50196
145, 44, -0.06622,  0.10449, -0.02863,  0.2869,  0.86439,  0.41242,  1.00,  1.00,  0.50196,  0.50196,  0.50196
146, 23, -0.06657,  0.09835, -0.02905, -0.26973, -0.60048,  0.75254,  1.00,  1.00,  0.50196,  0.50196,  0.50196
147, 22, -0.06038,  0.09696, -0.02719, -0.34723, -0.57775,  0.73829,  1.00,  1.00,  0.50196,  0.50196,  0.50196
148, 45, -0.06049,  0.10149, -0.02706,  0.33014,  0.81797,  0.4708, -1.00,  1.00,  0.50196,  0.50196,  0.50196
149, 44, -0.06622,  0.10449, -0.02863,  0.2869,  0.86439,  0.41242,  1.00,  1.00,  0.50196,  0.50196,  0.50196
150, 46, -0.05584,  0.09572, -0.02577, -0.41083, -0.56843,  0.71251,  1.00,  1.00,  0.50196,  0.50196,  0.50196
151, 47, -0.06049,  0.10149, -0.02706,  0.33014,  0.81797,  0.4708,  1.00,  1.00,  0.50196,  0.50196,  0.50196
152, 22, -0.06038,  0.09696, -0.02719, -0.34723, -0.57775,  0.73829,  1.00,  1.00,  0.50196,  0.50196,  0.50196
153, 46, -0.05584,  0.09572, -0.02577, -0.41083, -0.56843,  0.71251,  1.00,  1.00,  0.50196,  0.50196,  0.50196
154, 48, -0.05605,  0.09869, -0.02581,  0.39569,  0.77856,  0.4869, -1.00,  1.00,  0.50196,  0.50196,  0.50196
155, 47, -0.06049,  0.10149, -0.02706,  0.33014,  0.81797,  0.4708,  1.00,  1.00,  0.50196,  0.50196,  0.50196
156, 46, -0.05584,  0.09572, -0.02577, -0.41083, -0.56843,  0.71251,  1.00,  1.00,  0.50196,  0.50196,  0.50196
157, 49, -0.04958,  0.09339, -0.02326,  0.83231, -0.36424,  0.41736, -1.00,  1.00,  0.50196,  0.50196,  1.00
158, 48, -0.05605,  0.09869, -0.02581,  0.39569,  0.77856,  0.4869, -1.00,  1.00,  0.50196,  0.50196,  0.50196
159, 50, -0.17912,  0.07975,  0.0069, -0.93002, -0.22484, -0.29069, -1.00,  1.00,  0.50196,  0.50196,  0.50196
160, 51, -0.17705,  0.07987,  0.00451, -0.84238, -0.30949, -0.44114,  1.00,  1.00,  0.50196,  0.50196,  0.00
161, 52, -0.17832,  0.07562,  0.01366, -0.96836, -0.2469, -0.03623, -1.00,  1.00,  0.50196,  0.50196,  0.00
162, 53, -0.17332,  0.0843, -0.00733, -0.82669,  0.26728, -0.49512,  1.00,  1.00,  0.50196,  0.50196,  0.00
163, 51, -0.17705,  0.07987,  0.00451, -0.84238, -0.30949, -0.44114,  1.00,  1.00,  0.50196,  0.50196,  0.00
164, 54, -0.17912,  0.07975,  0.0069, -0.93002, -0.22484, -0.29069,  1.00,  1.00,  0.50196,  0.50196,  0.50196
165, 53, -0.17332,  0.0843, -0.00733, -0.82669,  0.26728, -0.49512,  1.00,  1.00,  0.50196,  0.50196,  0.00
166, 54, -0.17912,  0.07975,  0.0069, -0.93002, -0.22484, -0.29069,  1.00,  1.00,  0.50196,  0.50196,  0.50196
167, 55, -0.17555,  0.0868, -0.00147, -0.91077,  0.26962, -0.31273,  1.00,  1.00,  0.50196,  0.50196,  0.00
168, 56, -0.16783,  0.09478, -0.00928, -0.7318,  0.52989, -0.42858,  1.00,  1.00,  0.50196,  0.50196,  0.00
169, 53, -0.17332,  0.0843, -0.00733, -0.82669,  0.26728, -0.49512,  1.00,  1.00,  0.50196,  0.50196,  0.00
170, 55, -0.17555,  0.0868, -0.00147, -0.91077,  0.26962, -0.31273,  1.00,  1.00,  0.50196,  0.50196,  0.00
171, 56, -0.16783,  0.09478, -0.00928, -0.7318,  0.52989, -0.42858,  1.00,  1.00,  0.50196,  0.50196,  0.00
172, 57, -0.16564,  0.08806, -0.01536, -0.6403,  0.64435, -0.41813,  1.00,  1.00,  0.50196,  0.50196,  0.00
173, 53, -0.17332,  0.0843, -0.00733, -0.82669,  0.26728, -0.49512,  1.00,  1.00,  0.50196,  0.50196,  0.00
174, 55, -0.17555,  0.0868, -0.00147, -0.91077,  0.26962, -0.31273,  1.00,  1.00,  0.50196,  0.50196,  0.00
175, 54, -0.17912,  0.07975,  0.0069, -0.93002, -0.22484, -0.29069,  1.00,  1.00,  0.50196,  0.50196,  0.50196
176, 58, -0.17931,  0.08054,  0.01527, -0.992,  0.12572,  0.01176,  1.00,  1.00,  0.50196,  0.50196,  0.50196
177, 54, -0.17912,  0.07975,  0.0069, -0.93002, -0.22484, -0.29069,  1.00,  1.00,  0.50196,  0.50196,  0.50196
178, 59, -0.17832,  0.07562,  0.01366, -0.96836, -0.2469, -0.03623,  1.00,  1.00,  0.50196,  0.50196,  0.00
179, 58, -0.17931,  0.08054,  0.01527, -0.992,  0.12572,  0.01176,  1.00,  1.00,  0.50196,  0.50196,  0.50196
180, 59, -0.17832,  0.07562,  0.01366, -0.96836, -0.2469, -0.03623,  1.00,  1.00,  0.50196,  0.50196,  0.00
181, 60, -0.17708,  0.06922,  0.02413, -0.92827, -0.06369,  0.3664,  1.00,  1.00,  0.50196,  0.50196,  0.00
182, 58, -0.17931,  0.08054,  0.01527, -0.992,  0.12572,  0.01176,  1.00,  1.00,  0.50196,  0.50196,  0.50196
183, 60, -0.17708,  0.06922,  0.02413, -0.92827, -0.06369,  0.3664,  1.00,  1.00,  0.50196,  0.50196,  0.00
184, 61, -0.17858,  0.0801,  0.02173, -0.97645,  0.10451,  0.18875,  1.00,  1.00,  0.50196,  0.50196,  0.50196
185, 58, -0.17931,  0.08054,  0.01527, -0.992,  0.12572,  0.01176,  1.00,  1.00,  0.50196,  0.50196,  0.50196
186, 62, -0.17547,  0.08822,  0.00769, -0.86733,  0.49443, -0.0573,  1.00,  1.00,  0.50196,  0.50196,  0.50196
187, 58, -0.17931,  0.08054,  0.01527, -0.992,  0.12572,  0.01176,  1.00,  1.00,  0.50196,  0.50196,  0.50196
188, 61, -0.17858,  0.0801,  0.02173, -0.97645,  0.10451,  0.18875,  1.00,  1.00,  0.50196,  0.50196,  0.50196
189, 55, -0.17555,  0.0868, -0.00147, -0.91077,  0.26962, -0.31273,  1.00,  1.00,  0.50196,  0.50196,  0.00
190, 58, -0.17931,  0.08054,  0.01527, -0.992,  0.12572,  0.01176,  1.00,  1.00,  0.50196,  0.50196,  0.50196
191, 62, -0.17547,  0.08822,  0.00769, -0.86733,  0.49443, -0.0573,  1.00,  1.00,  0.50196,  0.50196,  0.50196
192, 62, -0.17547,  0.08822,  0.00769, -0.86733,  0.49443, -0.0573,  1.00,  1.00,  0.50196,  0.50196,  0.50196
193, 61, -0.17858,  0.0801,  0.02173, -0.97645,  0.10451,  0.18875,  1.00,  1.00,  0.50196,  0.50196,  0.50196
194, 63, -0.17626,  0.08756,  0.02102, -0.87676,  0.47211,  0.09171,  1.00,  1.00,  0.50196,  0.50196,  0.50196
195, 64, -0.16849,  0.09742,  0.00196, -0.71545,  0.69028, -0.10791,  1.00,  1.00,  0.50196,  0.50196,  0.50196
196, 55, -0.17555,  0.0868, -0.00147, -0.91077,  0.26962, -0.31273,  1.00,  1.00,  0.50196,  0.50196,  0.00
197, 62, -0.17547,  0.08822,  0.00769, -0.86733,  0.49443, -0.0573,  1.00,  1.00,  0.50196,  0.50196,  0.50196
198, 64, -0.16849,  0.09742,  0.00196, -0.71545,  0.69028, -0.10791,  1.00,  1.00,  0.50196,  0.50196,  0.50196
199, 62, -0.17547,  0.08822,  0.00769, -0.86733,  0.49443, -0.0573,  1.00,  1.00,  0.50196,  0.50196,  0.50196
