VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
24, 9, -3.3735,  0.01399,  1.77866,  0.0684,  0.83421, -0.54719,  1.00,  1.00,  1.00,  1.00,  0.90755,  0.22768,  0.90627,  5.65834E-07
25, 8, -3.3999,  0.03467,  1.79278,  0.0514,  0.93045, -0.36281,  1.00,  1.00,  1.00,  1.00,  0.91053,  0.22569,  0.90626,  0.01281
26, 10, -2.89138,  0.03467,  2.28178,  0.04491,  0.89532, -0.44315,  1.00,  1.00,  1.00,  1.00,  0.84913,  0.15087,  0.87501,  0.01281
27, 10, -2.89138,  0.03467,  2.28178,  0.04491,  0.89532, -0.44315,  1.00,  1.00,  1.00,  1.00,  0.84913,  0.15087,  0.87501,  0.01281
28, 11, -2.86893,  0.01399,  2.26382,  0.05543,  0.77445, -0.63021,  1.00,  1.00,  1.00,  1.00,  0.84659,  0.15341,  0.87502,  4.85001E-07
29, 9, -3.3735,  0.01399,  1.77866,  0.0684,  0.83421, -0.54719,  1.00,  1.00,  1.00,  1.00,  0.90755,  0.22768,  0.90627,  5.65834E-07
30, 11, -2.86893,  0.01399,  2.26382,  0.05543,  0.77445, -0.63021,  1.00,  1.00,  1.00,  1.00,  0.84659,  0.15341,  0.87502,  4.85001E-07
31, 10, -2.89138,  0.03467,  2.28178,  0.04491,  0.89532, -0.44315,  1.00,  1.00,  1.00,  1.00,  0.84913,  0.15087,  0.87501,  0.01281
32, 12, -2.27175,  0.03467,  2.68308,  0.03251,  0.86051, -0.50839,  1.00,  1.00,  1.00,  1.00,  0.77431,  0.08947,  0.84376,  0.01281
33, 12, -2.27175,  0.03467,  2.68308,  0.03251,  0.86051, -0.50839,  1.00,  1.00,  1.00,  1.00,  0.77431,  0.08947,  0.84376,  0.01281
34, 13, -2.25411,  0.01399,  2.66196,  0.04039,  0.7313, -0.68086,  1.00,  1.00,  1.00,  1.00,  0.77232,  0.09245,  0.84377,  1.21250E-07
35, 11, -2.86893,  0.01399,  2.26382,  0.05543,  0.77445, -0.63021,  1.00,  1.00,  1.00,  1.00,  0.84659,  0.15341,  0.87502,  4.85001E-07
36, 13, -2.25411,  0.01399,  2.66196,  0.04039,  0.7313, -0.68086,  1.00,  1.00,  1.00,  1.00,  0.77232,  0.09245,  0.84377,  1.21250E-07
37, 12, -2.27175,  0.03467,  2.68308,  0.03251,  0.86051, -0.50839,  1.00,  1.00,  1.00,  1.00,  0.77431,  0.08947,  0.84376,  0.01281
38, 14, -1.56481,  0.03467,  2.98127,  0.02357,  0.83993, -0.54218,  1.00,  1.00,  1.00,  1.00,  0.68895,  0.04384,  0.81251,  0.01281
39, 14, -1.56481,  0.03467,  2.98127,  0.02357,  0.83993, -0.54218,  1.00,  1.00,  1.00,  1.00,  0.68895,  0.04384,  0.81251,  0.01281
40, 15, -1.55266,  0.01399,  2.95781,  0.0258,  0.70287, -0.71085,  1.00,  1.00,  1.00,  1.00,  0.68758,  0.04716,  0.81251,  4.04167E-08
41, 13, -2.25411,  0.01399,  2.66196,  0.04039,  0.7313, -0.68086,  1.00,  1.00,  1.00,  1.00,  0.77232,  0.09245,  0.84377,  1.21250E-07
42, 15, -1.55266,  0.01399,  2.95781,  0.0258,  0.70287, -0.71085,  1.00,  1.00,  1.00,  1.00,  0.68758,  0.04716,  0.81251,  4.04167E-08
43, 14, -1.56481,  0.03467,  2.98127,  0.02357,  0.83993, -0.54218,  1.00,  1.00,  1.00,  1.00,  0.68895,  0.04384,  0.81251,  0.01281
44, 16, -0.79775,  0.03467,  3.16491,  0.01101,  0.82585, -0.56378,  1.00,  1.00,  1.00,  1.00,  0.59633,  0.01574,  0.78125,  0.01281
45, 16, -0.79775,  0.03467,  3.16491,  0.01101,  0.82585, -0.56378,  1.00,  1.00,  1.00,  1.00,  0.59633,  0.01574,  0.78125,  0.01281
46, 17, -0.79155,  0.01399,  3.14,  0.0121,  0.68481, -0.72862,  1.00,  1.00,  1.00,  1.00,  0.59563,  0.01926,  0.78126,  0.00
47, 15, -1.55266,  0.01399,  2.95781,  0.0258,  0.70287, -0.71085,  1.00,  1.00,  1.00,  1.00,  0.68758,  0.04716,  0.81251,  4.04167E-08
48, 17, -0.79155,  0.01399,  3.14,  0.0121,  0.68481, -0.72862,  1.00,  1.00,  1.00,  1.00,  0.59563,  0.01926,  0.78126,  0.00
49, 16, -0.79775,  0.03467,  3.16491,  0.01101,  0.82585, -0.56378,  1.00,  1.00,  1.00,  1.00,  0.59633,  0.01574,  0.78125,  0.01281
50, 18, -0.00002,  0.03467,  3.22691,  0.00,  0.8137, -0.58128,  1.00,  1.00,  1.00,  1.00,  0.50,  0.00626,  0.75,  0.01281
51, 18, -0.00002,  0.03467,  3.22691,  0.00,  0.8137, -0.58128,  1.00,  1.00,  1.00,  1.00,  0.50,  0.00626,  0.75,  0.01281
52, 19, -0.00002,  0.01399,  3.2015,  0.00,  0.68272, -0.73068,  1.00,  1.00,  1.00,  1.00,  0.50,  0.00984,  0.75,  0.00
53, 17, -0.79155,  0.01399,  3.14,  0.0121,  0.68481, -0.72862,  1.00,  1.00,  1.00,  1.00,  0.59563,  0.01926,  0.78126,  0.00
54, 20,  0.79151,  0.01399,  3.14, -0.0121,  0.68481, -0.72862,  1.00,  1.00,  1.00,  1.00,  0.40438,  0.01926,  0.71874,  0.00
55, 19, -0.00002,  0.01399,  3.2015,  0.00,  0.68272, -0.73068,  1.00,  1.00,  1.00,  1.00,  0.50,  0.00984,  0.75,  0.00
56, 18, -0.00002,  0.03467,  3.22691,  0.00,  0.8137, -0.58128,  1.00,  1.00,  1.00,  1.00,  0.50,  0.00626,  0.75,  0.01281
57, 18, -0.00002,  0.03467,  3.22691,  0.00,  0.8137, -0.58128,  1.00,  1.00,  1.00,  1.00,  0.50,  0.00626,  0.75,  0.01281
58, 21,  0.7977,  0.03467,  3.16491, -0.01101,  0.82584, -0.56379,  1.00,  1.00,  1.00,  1.00,  0.40368,  0.01574,  0.71875,  0.01281
59, 20,  0.79151,  0.01399,  3.14, -0.0121,  0.68481, -0.72862,  1.00,  1.00,  1.00,  1.00,  0.40438,  0.01926,  0.71874,  0.00
60, 22,  1.55262,  0.01399,  2.95782, -0.02559,  0.69715, -0.71647,  1.00,  1.00,  1.00,  1.00,  0.31243,  0.04715,  0.68749,  4.04167E-08
61, 20,  0.79151,  0.01399,  3.14, -0.0121,  0.68481, -0.72862,  1.00,  1.00,  1.00,  1.00,  0.40438,  0.01926,  0.71874,  0.00
62, 21,  0.7977,  0.03467,  3.16491, -0.01101,  0.82584, -0.56379,  1.00,  1.00,  1.00,  1.00,  0.40368,  0.01574,  0.71875,  0.01281
63, 23,  1.56477,  0.03467,  2.98128, -0.0221,  0.83995, -0.54221,  1.00,  1.00,  1.00,  1.00,  0.31105,  0.04384,  0.68749,  0.01281
64, 22,  1.55262,  0.01399,  2.95782, -0.02559,  0.69715, -0.71647,  1.00,  1.00,  1.00,  1.00,  0.31243,  0.04715,  0.68749,  4.04167E-08
65, 21,  0.7977,  0.03467,  3.16491, -0.01101,  0.82584, -0.56379,  1.00,  1.00,  1.00,  1.00,  0.40368,  0.01574,  0.71875,  0.01281
66, 24,  2.25406,  0.01399,  2.66197, -0.04039,  0.73127, -0.68089,  1.00,  1.00,  1.00,  1.00,  0.22768,  0.09245,  0.65623,  1.21250E-07
67, 22,  1.55262,  0.01399,  2.95782, -0.02559,  0.69715, -0.71647,  1.00,  1.00,  1.00,  1.00,  0.31243,  0.04715,  0.68749,  4.04167E-08
68, 23,  1.56477,  0.03467,  2.98128, -0.0221,  0.83995, -0.54221,  1.00,  1.00,  1.00,  1.00,  0.31105,  0.04384,  0.68749,  0.01281
69, 25,  2.2717,  0.03467,  2.68309, -0.03399,  0.86047, -0.50836,  1.00,  1.00,  1.00,  1.00,  0.22569,  0.08947,  0.65624,  0.01281
70, 24,  2.25406,  0.01399,  2.66197, -0.04039,  0.73127, -0.68089,  1.00,  1.00,  1.00,  1.00,  0.22768,  0.09245,  0.65623,  1.21250E-07
71, 23,  1.56477,  0.03467,  2.98128, -0.0221,  0.83995, -0.54221,  1.00,  1.00,  1.00,  1.00,  0.31105,  0.04384,  0.68749,  0.01281
72, 26,  2.86888,  0.01399,  2.26383, -0.05503,  0.76875, -0.63718,  1.00,  1.00,  1.00,  1.00,  0.15341,  0.15341,  0.62498,  4.85001E-07
73, 24,  2.25406,  0.01399,  2.66197, -0.04039,  0.73127, -0.68089,  1.00,  1.00,  1.00,  1.00,  0.22768,  0.09245,  0.65623,  1.21250E-07
74, 25,  2.2717,  0.03467,  2.68309, -0.03399,  0.86047, -0.50836,  1.00,  1.00,  1.00,  1.00,  0.22569,  0.08947,  0.65624,  0.01281
75, 27,  2.89134,  0.03467,  2.28178, -0.04515,  0.90005, -0.43345,  1.00,  1.00,  1.00,  1.00,  0.15087,  0.15087,  0.62499,  0.01281
76, 26,  2.86888,  0.01399,  2.26383, -0.05503,  0.76875, -0.63718,  1.00,  1.00,  1.00,  1.00,  0.15341,  0.15341,  0.62498,  4.85001E-07
77, 25,  2.2717,  0.03467,  2.68309, -0.03399,  0.86047, -0.50836,  1.00,  1.00,  1.00,  1.00,  0.22569,  0.08947,  0.65624,  0.01281
78, 26,  2.86888,  0.01399,  2.26383, -0.05503,  0.76875, -0.63718,  1.00,  1.00,  1.00,  1.00,  0.15341,  0.15341,  0.62498,  4.85001E-07
79, 27,  2.89134,  0.03467,  2.28178, -0.04515,  0.90005, -0.43345,  1.00,  1.00,  1.00,  1.00,  0.15087,  0.15087,  0.62499,  0.01281
80, 28,  3.37346,  0.01399,  1.77867, -0.0684,  0.8342, -0.5472,  1.00,  1.00,  1.00,  1.00,  0.09245,  0.22768,  0.59373,  5.65834E-07
81, 29,  3.39986,  0.03467,  1.79278, -0.0514,  0.93045, -0.36281,  1.00,  1.00,  1.00,  1.00,  0.08947,  0.22569,  0.59374,  0.01281
82, 28,  3.37346,  0.01399,  1.77867, -0.0684,  0.8342, -0.5472,  1.00,  1.00,  1.00,  1.00,  0.09245,  0.22768,  0.59373,  5.65834E-07
83, 27,  2.89134,  0.03467,  2.28178, -0.04515,  0.90005, -0.43345,  1.00,  1.00,  1.00,  1.00,  0.15087,  0.15087,  0.62499,  0.01281
84, 28,  3.37346,  0.01399,  1.77867, -0.0684,  0.8342, -0.5472,  1.00,  1.00,  1.00,  1.00,  0.09245,  0.22768,  0.59373,  5.65834E-07
85, 29,  3.39986,  0.03467,  1.79278, -0.0514,  0.93045, -0.36281,  1.00,  1.00,  1.00,  1.00,  0.08947,  0.22569,  0.59374,  0.01281
86, 30,  3.74838,  0.01399,  1.22517, -0.0854,  0.90589, -0.41482,  1.00,  1.00,  1.00,  1.00,  0.04715,  0.31243,  0.56249,  6.06251E-07
87, 31,  3.77772,  0.03467,  1.23489, -0.06108,  0.9646, -0.25654,  1.00,  1.00,  1.00,  1.00,  0.04384,  0.31105,  0.56249,  0.01281
88, 30,  3.74838,  0.01399,  1.22517, -0.0854,  0.90589, -0.41482,  1.00,  1.00,  1.00,  1.00,  0.04715,  0.31243,  0.56249,  6.06251E-07
89, 29,  3.39986,  0.03467,  1.79278, -0.0514,  0.93045, -0.36281,  1.00,  1.00,  1.00,  1.00,  0.08947,  0.22569,  0.59374,  0.01281
90, 30,  3.74838,  0.01399,  1.22517, -0.0854,  0.90589, -0.41482,  1.00,  1.00,  1.00,  1.00,  0.04715,  0.31243,  0.56249,  6.06251E-07
91, 31,  3.77772,  0.03467,  1.23489, -0.06108,  0.9646, -0.25654,  1.00,  1.00,  1.00,  1.00,  0.04384,  0.31105,  0.56249,  0.01281
92, 32,  3.97927,  0.01399,  0.62459, -0.0997,  0.9694, -0.22432,  1.00,  1.00,  1.00,  1.00,  0.01926,  0.40438,  0.53124,  6.46668E-07
93, 33,  4.01041,  0.03467,  0.62955, -0.06468,  0.99027, -0.12321,  1.00,  1.00,  1.00,  1.00,  0.01574,  0.40368,  0.53125,  0.01281
94, 32,  3.97927,  0.01399,  0.62459, -0.0997,  0.9694, -0.22432,  1.00,  1.00,  1.00,  1.00,  0.01926,  0.40438,  0.53124,  6.46668E-07
95, 31,  3.77772,  0.03467,  1.23489, -0.06108,  0.9646, -0.25654,  1.00,  1.00,  1.00,  1.00,  0.04384,  0.31105,  0.56249,  0.01281
96, 32,  3.97927,  0.01399,  0.62459, -0.0997,  0.9694, -0.22432,  1.00,  1.00,  1.00,  1.00,  0.01926,  0.40438,  0.53124,  6.46668E-07
97, 33,  4.01041,  0.03467,  0.62955, -0.06468,  0.99027, -0.12321,  1.00,  1.00,  1.00,  1.00,  0.01574,  0.40368,  0.53125,  0.01281
98, 34,  4.05722,  0.01399,  7.32422E-06, -0.10354,  0.99463,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00984,  0.50,  0.50,  6.87085E-07
99, 35,  4.08898,  0.03467,  4.88281E-06, -0.06479,  0.9979,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00626,  0.50,  0.50,  0.01281
100, 34,  4.05722,  0.01399,  7.32422E-06, -0.10354,  0.99463,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00984,  0.50,  0.50,  6.87085E-07
101, 33,  4.01041,  0.03467,  0.62955, -0.06468,  0.99027, -0.12321,  1.00,  1.00,  1.00,  1.00,  0.01574,  0.40368,  0.53125,  0.01281
102, 34,  4.05722,  0.01399,  7.32422E-06, -0.10354,  0.99463,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00984,  0.50,  0.50,  6.87085E-07
103, 35,  4.08898,  0.03467,  4.88281E-06, -0.06479,  0.9979,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00626,  0.50,  0.50,  0.01281
104, 36,  4.01041,  0.03467, -0.62954, -0.06468,  0.99027,  0.12321,  1.00,  1.00,  1.00,  1.00,  0.01574,  0.59632,  0.46875,  0.01281
105, 36,  4.01041,  0.03467, -0.62954, -0.06468,  0.99027,  0.12321,  1.00,  1.00,  1.00,  1.00,  0.01574,  0.59632,  0.46875,  0.01281
106, 37,  3.97927,  0.01399, -0.62459, -0.09941,  0.96663,  0.2361,  1.00,  1.00,  1.00,  1.00,  0.01926,  0.59562,  0.46876,  8.48752E-07
107, 34,  4.05722,  0.01399,  7.32422E-06, -0.10354,  0.99463,  0.00,  1.00,  1.00,  1.00,  1.00,  0.00984,  0.50,  0.50,  6.87085E-07
108, 37,  3.97927,  0.01399, -0.62459, -0.09941,  0.96663,  0.2361,  1.00,  1.00,  1.00,  1.00,  0.01926,  0.59562,  0.46876,  8.48752E-07
109, 36,  4.01041,  0.03467, -0.62954, -0.06468,  0.99027,  0.12321,  1.00,  1.00,  1.00,  1.00,  0.01574,  0.59632,  0.46875,  0.01281
110, 38,  3.77772,  0.03467, -1.23489, -0.06108,  0.9646,  0.25654,  1.00,  1.00,  1.00,  1.00,  0.04384,  0.68895,  0.43751,  0.01281
111, 38,  3.77772,  0.03467, -1.23489, -0.06108,  0.9646,  0.25654,  1.00,  1.00,  1.00,  1.00,  0.04384,  0.68895,  0.43751,  0.01281
112, 39,  3.74839,  0.01399, -1.22517, -0.08497,  0.90127,  0.42485,  1.00,  1.00,  1.00,  1.00,  0.04715,  0.68757,  0.43751,  8.08335E-07
113, 37,  3.97927,  0.01399, -0.62459, -0.09941,  0.96663,  0.2361,  1.00,  1.00,  1.00,  1.00,  0.01926,  0.59562,  0.46876,  8.48752E-07
114, 39,  3.74839,  0.01399, -1.22517, -0.08497,  0.90127,  0.42485,  1.00,  1.00,  1.00,  1.00,  0.04715,  0.68757,  0.43751,  8.08335E-07
115, 38,  3.77772,  0.03467, -1.23489, -0.06108,  0.9646,  0.25654,  1.00,  1.00,  1.00,  1.00,  0.04384,  0.68895,  0.43751,  0.01281
116, 40,  3.39986,  0.03467, -1.79278, -0.05465,  0.93434,  0.35218,  1.00,  1.00,  1.00,  1.00,  0.08947,  0.77431,  0.40626,  0.01281
117, 40,  3.39986,  0.03467, -1.79278, -0.05465,  0.93434,  0.35218,  1.00,  1.00,  1.00,  1.00,  0.08947,  0.77431,  0.40626,  0.01281
118, 41,  3.37346,  0.01399, -1.77867, -0.06884,  0.83963,  0.53877,  1.00,  1.00,  1.00,  1.00,  0.09245,  0.77232,  0.40627,  9.70002E-07
119, 39,  3.74839,  0.01399, -1.22517, -0.08497,  0.90127,  0.42485,  1.00,  1.00,  1.00,  1.00,  0.04715,  0.68757,  0.43751,  8.08335E-07
120, 41,  3.37346,  0.01399, -1.77867, -0.06884,  0.83963,  0.53877,  1.00,  1.00,  1.00,  1.00,  0.09245,  0.77232,  0.40627,  9.70002E-07
121, 40,  3.39986,  0.03467, -1.79278, -0.05465,  0.93434,  0.35218,  1.00,  1.00,  1.00,  1.00,  0.08947,  0.77431,  0.40626,  0.01281
122, 42,  2.89134,  0.03467, -2.28178, -0.04491,  0.89532,  0.44315,  1.00,  1.00,  1.00,  1.00,  0.15087,  0.84913,  0.37501,  0.01281
123, 42,  2.89134,  0.03467, -2.28178, -0.04491,  0.89532,  0.44315,  1.00,  1.00,  1.00,  1.00,  0.15087,  0.84913,  0.37501,  0.01281
124, 43,  2.86889,  0.01399, -2.26382, -0.05543,  0.77445,  0.6302,  1.00,  1.00,  1.00,  1.00,  0.15341,  0.84659,  0.37502,  1.01042E-06
125, 41,  3.37346,  0.01399, -1.77867, -0.06884,  0.83963,  0.53877,  1.00,  1.00,  1.00,  1.00,  0.09245,  0.77232,  0.40627,  9.70002E-07
126, 43,  2.86889,  0.01399, -2.26382, -0.05543,  0.77445,  0.6302,  1.00,  1.00,  1.00,  1.00,  0.15341,  0.84659,  0.37502,  1.01042E-06
127, 42,  2.89134,  0.03467, -2.28178, -0.04491,  0.89532,  0.44315,  1.00,  1.00,  1.00,  1.00,  0.15087,  0.84913,  0.37501,  0.01281
128, 44,  2.27171,  0.03467, -2.68309, -0.03399,  0.86048,  0.50835,  1.00,  1.00,  1.00,  1.00,  0.22569,  0.91053,  0.34376,  0.01281
129, 44,  2.27171,  0.03467, -2.68309, -0.03399,  0.86048,  0.50835,  1.00,  1.00,  1.00,  1.00,  0.22569,  0.91053,  0.34376,  0.01281
130, 45,  2.25407,  0.01399, -2.66197, -0.03895,  0.73136,  0.68088,  1.00,  1.00,  1.00,  1.00,  0.22768,  0.90755,  0.34377,  6.87085E-07
131, 43,  2.86889,  0.01399, -2.26382, -0.05543,  0.77445,  0.6302,  1.00,  1.00,  1.00,  1.00,  0.15341,  0.84659,  0.37502,  1.01042E-06
132, 45,  2.25407,  0.01399, -2.66197, -0.03895,  0.73136,  0.68088,  1.00,  1.00,  1.00,  1.00,  0.22768,  0.90755,  0.34377,  6.87085E-07
133, 44,  2.27171,  0.03467, -2.68309, -0.03399,  0.86048,  0.50835,  1.00,  1.00,  1.00,  1.00,  0.22569,  0.91053,  0.34376,  0.01281
134, 46,  1.56477,  0.03467, -2.98128, -0.02357,  0.83994,  0.54217,  1.00,  1.00,  1.00,  1.00,  0.31105,  0.95616,  0.31251,  0.01281
135, 46,  1.56477,  0.03467, -2.98128, -0.02357,  0.83994,  0.54217,  1.00,  1.00,  1.00,  1.00,  0.31105,  0.95616,  0.31251,  0.01281
136, 47,  1.55262,  0.01399, -2.95781, -0.0258,  0.70292,  0.7108,  1.00,  1.00,  1.00,  1.00,  0.31243,  0.95285,  0.31251,  7.27501E-07
137, 45,  2.25407,  0.01399, -2.66197, -0.03895,  0.73136,  0.68088,  1.00,  1.00,  1.00,  1.00,  0.22768,  0.90755,  0.34377,  6.87085E-07
138, 47,  1.55262,  0.01399, -2.95781, -0.0258,  0.70292,  0.7108,  1.00,  1.00,  1.00,  1.00,  0.31243,  0.95285,  0.31251,  7.27501E-07
139, 46,  1.56477,  0.03467, -2.98128, -0.02357,  0.83994,  0.54217,  1.00,  1.00,  1.00,  1.00,  0.31105,  0.95616,  0.31251,  0.01281
140, 48,  0.79771,  0.03467, -3.16492, -0.01101,  0.82586,  0.56377,  1.00,  1.00,  1.00,  1.00,  0.40368,  0.98426,  0.28125,  0.01281
141, 48,  0.79771,  0.03467, -3.16492, -0.01101,  0.82586,  0.56377,  1.00,  1.00,  1.00,  1.00,  0.40368,  0.98426,  0.28125,  0.01281
142, 49,  0.79151,  0.01399, -3.14, -0.0121,  0.68484,  0.72859,  1.00,  1.00,  1.00,  1.00,  0.40438,  0.98074,  0.28126,  6.87085E-07
143, 47,  1.55262,  0.01399, -2.95781, -0.0258,  0.70292,  0.7108,  1.00,  1.00,  1.00,  1.00,  0.31243,  0.95285,  0.31251,  7.27501E-07
144, 49,  0.79151,  0.01399, -3.14, -0.0121,  0.68484,  0.72859,  1.00,  1.00,  1.00,  1.00,  0.40438,  0.98074,  0.28126,  6.87085E-07
145, 48,  0.79771,  0.03467, -3.16492, -0.01101,  0.82586,  0.56377,  1.00,  1.00,  1.00,  1.00,  0.40368,  0.98426,  0.28125,  0.01281
146, 50, -0.00002,  0.03467, -3.22692,  3.12536E-07,  0.8192,  0.57351,  1.00,  1.00,  1.00,  1.00,  0.50,  0.99374,  0.25,  0.01281
147, 50, -0.00002,  0.03467, -3.22692,  3.12536E-07,  0.8192,  0.57351,  1.00,  1.00,  1.00,  1.00,  0.50,  0.99374,  0.25,  0.01281
148, 51, -0.00002,  0.01399, -3.20152,  4.77079E-07,  0.67988,  0.73333,  1.00,  1.00,  1.00,  1.00,  0.50,  0.99016,  0.25,  7.27501E-07
149, 49,  0.79151,  0.01399, -3.14, -0.0121,  0.68484,  0.72859,  1.00,  1.00,  1.00,  1.00,  0.40438,  0.98074,  0.28126,  6.87085E-07
150, 51, -0.00002,  0.01399, -3.20152,  4.77079E-07,  0.67988,  0.73333,  1.00,  1.00,  1.00,  1.00,  0.50,  0.99016,  0.25,  7.27501E-07
151, 50, -0.00002,  0.03467, -3.22692,  3.12536E-07,  0.8192,  0.57351,  1.00,  1.00,  1.00,  1.00,  0.50,  0.99374,  0.25,  0.01281
152, 52, -0.79155,  0.01399, -3.14,  0.01138,  0.68483,  0.72862,  1.00,  1.00,  1.00,  1.00,  0.59562,  0.98074,  0.21874,  6.87085E-07
153, 53, -0.79774,  0.03467, -3.16491,  0.01097,  0.82312,  0.56777,  1.00,  1.00,  1.00,  1.00,  0.59632,  0.98426,  0.21875,  0.01281
154, 52, -0.79155,  0.01399, -3.14,  0.01138,  0.68483,  0.72862,  1.00,  1.00,  1.00,  1.00,  0.59562,  0.98074,  0.21874,  6.87085E-07
155, 50, -0.00002,  0.03467, -3.22692,  3.12536E-07,  0.8192,  0.57351,  1.00,  1.00,  1.00,  1.00,  0.50,  0.99374,  0.25,  0.01281
156, 52, -0.79155,  0.01399, -3.14,  0.01138,  0.68483,  0.72862,  1.00,  1.00,  1.00,  1.00,  0.59562,  0.98074,  0.21874,  6.87085E-07
157, 53, -0.79774,  0.03467, -3.16491,  0.01097,  0.82312,  0.56777,  1.00,  1.00,  1.00,  1.00,  0.59632,  0.98426,  0.21875,  0.01281
