VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_COLOR0.x, in_COLOR0.y, in_COLOR0.z, in_COLOR0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
69, 15, -0.06613,  0.09738, -0.03249,  0.12851,  0.65149, -0.74749,  1.00,  0.50196,  0.50196,  0.50196,  0.02956,  0.27759,  0.02956,  0.27759
70, 24, -0.07584,  0.09958, -0.03068,  0.08976,  0.67346, -0.73338,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
71, 13, -0.07551,  0.09788, -0.03595,  0.09376,  0.65113, -0.75281,  1.00,  0.50196,  0.50196,  0.50196,  0.03125,  0.28101,  0.03125,  0.28101
72, 15, -0.06613,  0.09738, -0.03249,  0.12851,  0.65149, -0.74749,  1.00,  0.50196,  0.50196,  0.50196,  0.02956,  0.27759,  0.02956,  0.27759
73, 23, -0.06657,  0.09835, -0.02905,  0.12738,  0.66288, -0.73756,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
74, 24, -0.07584,  0.09958, -0.03068,  0.08976,  0.67346, -0.73338,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
75, 13, -0.07551,  0.09788, -0.03595,  0.09376,  0.65113, -0.75281,  1.00,  0.50196,  0.50196,  0.50196,  0.03125,  0.28101,  0.03125,  0.28101
76, 24, -0.07584,  0.09958, -0.03068,  0.08976,  0.67346, -0.73338,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
77, 25, -0.08757,  0.10019, -0.03219,  0.04867,  0.68502, -0.72633,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
78, 13, -0.07551,  0.09788, -0.03595,  0.09376,  0.65113, -0.75281,  1.00,  0.50196,  0.50196,  0.50196,  0.03125,  0.28101,  0.03125,  0.28101
79, 25, -0.08757,  0.10019, -0.03219,  0.04867,  0.68502, -0.72633,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
80, 26, -0.08719,  0.09848, -0.03882,  0.0582,  0.65323, -0.75443,  1.00,  0.50196,  0.50196,  0.50196,  0.03345,  0.28491,  0.03345,  0.28491
81, 26, -0.08719,  0.09848, -0.03882,  0.0582,  0.65323, -0.75443,  1.00,  0.50196,  0.50196,  0.50196,  0.03345,  0.28491,  0.03345,  0.28491
82, 25, -0.08757,  0.10019, -0.03219,  0.04867,  0.68502, -0.72633,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
83, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
84, 26, -0.08719,  0.09848, -0.03882,  0.0582,  0.65323, -0.75443,  1.00,  0.50196,  0.50196,  0.50196,  0.03345,  0.28491,  0.03345,  0.28491
85, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
86, 28, -0.10061,  0.09861, -0.04018, -0.00078,  0.65806, -0.75274,  1.00,  0.50196,  0.50196,  0.50196,  0.0354,  0.28955,  0.0354,  0.28955
87, 28, -0.10061,  0.09861, -0.04018, -0.00078,  0.65806, -0.75274,  1.00,  0.50196,  0.50196,  0.50196,  0.0354,  0.28955,  0.0354,  0.28955
88, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
89, 29, -0.11234,  0.09798, -0.03122, -0.08148,  0.69795, -0.71125,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
90, 28, -0.10061,  0.09861, -0.04018, -0.00078,  0.65806, -0.75274,  1.00,  0.50196,  0.50196,  0.50196,  0.0354,  0.28955,  0.0354,  0.28955
91, 29, -0.11234,  0.09798, -0.03122, -0.08148,  0.69795, -0.71125,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
92, 30, -0.11237,  0.09778, -0.0389, -0.07778,  0.65427, -0.75207,  1.00,  0.50196,  0.50196,  0.50196,  0.03647,  0.2937,  0.03647,  0.2937
93, 30, -0.11237,  0.09778, -0.0389, -0.07778,  0.65427, -0.75207,  1.00,  0.50196,  0.50196,  0.50196,  0.03647,  0.2937,  0.03647,  0.2937
94, 29, -0.11234,  0.09798, -0.03122, -0.08148,  0.69795, -0.71125,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
95, 31, -0.12433,  0.09705, -0.02851, -0.21174,  0.70809, -0.67334,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
96, 30, -0.11237,  0.09778, -0.0389, -0.07778,  0.65427, -0.75207,  1.00,  0.50196,  0.50196,  0.50196,  0.03647,  0.2937,  0.03647,  0.2937
97, 31, -0.12433,  0.09705, -0.02851, -0.21174,  0.70809, -0.67334,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
98, 32, -0.12465,  0.0974, -0.03613, -0.18255,  0.6602, -0.72857,  1.00,  0.50196,  0.50196,  0.00,  0.03738,  0.29834,  0.03738,  0.29834
99, 32, -0.12465,  0.0974, -0.03613, -0.18255,  0.6602, -0.72857,  1.00,  0.50196,  0.50196,  0.00,  0.03738,  0.29834,  0.03738,  0.29834
100, 31, -0.12433,  0.09705, -0.02851, -0.21174,  0.70809, -0.67334,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
101, 33, -0.13713,  0.09523, -0.02396, -0.37257,  0.70687, -0.60127,  1.00,  0.50196,  0.50196,  0.00,  0.03558,  0.30469,  0.03558,  0.30469
102, 32, -0.12465,  0.0974, -0.03613, -0.18255,  0.6602, -0.72857,  1.00,  0.50196,  0.50196,  0.00,  0.03738,  0.29834,  0.03738,  0.29834
103, 33, -0.13713,  0.09523, -0.02396, -0.37257,  0.70687, -0.60127,  1.00,  0.50196,  0.50196,  0.00,  0.03558,  0.30469,  0.03558,  0.30469
104, 1, -0.13712,  0.09744, -0.03136, -0.32729,  0.66388, -0.67241,  1.00,  0.50196,  0.50196,  0.00,  0.03802,  0.30347,  0.03802,  0.30347
105, 31, -0.12433,  0.09705, -0.02851, -0.21174,  0.70809, -0.67334,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
106, 34, -0.13711,  0.10222, -0.02196, -0.34877,  0.80844, -0.47411,  1.00,  0.50196,  0.50196,  0.00,  0.0329,  0.30493,  0.0329,  0.30493
107, 33, -0.13713,  0.09523, -0.02396, -0.37257,  0.70687, -0.60127,  1.00,  0.50196,  0.50196,  0.00,  0.03558,  0.30469,  0.03558,  0.30469
108, 31, -0.12433,  0.09705, -0.02851, -0.21174,  0.70809, -0.67334,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
109, 35, -0.12466,  0.10393, -0.0262, -0.19543,  0.78759, -0.58439,  1.00,  0.50196,  0.50196,  0.00,  0.03207,  0.30005,  0.03207,  0.30005
110, 34, -0.13711,  0.10222, -0.02196, -0.34877,  0.80844, -0.47411,  1.00,  0.50196,  0.50196,  0.00,  0.0329,  0.30493,  0.0329,  0.30493
111, 29, -0.11234,  0.09798, -0.03122, -0.08148,  0.69795, -0.71125,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
112, 35, -0.12466,  0.10393, -0.0262, -0.19543,  0.78759, -0.58439,  1.00,  0.50196,  0.50196,  0.00,  0.03207,  0.30005,  0.03207,  0.30005
113, 31, -0.12433,  0.09705, -0.02851, -0.21174,  0.70809, -0.67334,  1.00,  0.50196,  0.50196,  0.00,  0.03476,  0.2998,  0.03476,  0.2998
114, 29, -0.11234,  0.09798, -0.03122, -0.08148,  0.69795, -0.71125,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
115, 36, -0.11238,  0.10635, -0.02982, -0.10146,  0.77019, -0.62927,  1.00,  0.50196,  0.50196,  0.50196,  0.03035,  0.29565,  0.03035,  0.29565
116, 35, -0.12466,  0.10393, -0.0262, -0.19543,  0.78759, -0.58439,  1.00,  0.50196,  0.50196,  0.00,  0.03207,  0.30005,  0.03207,  0.30005
117, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
118, 36, -0.11238,  0.10635, -0.02982, -0.10146,  0.77019, -0.62927,  1.00,  0.50196,  0.50196,  0.50196,  0.03035,  0.29565,  0.03035,  0.29565
119, 29, -0.11234,  0.09798, -0.03122, -0.08148,  0.69795, -0.71125,  1.00,  0.50196,  0.50196,  0.50196,  0.03375,  0.29492,  0.03375,  0.29492
120, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
121, 37, -0.10154,  0.10822, -0.03154, -0.02634,  0.75188, -0.65831,  1.00,  0.50196,  0.50196,  0.50196,  0.02895,  0.29175,  0.02895,  0.29175
122, 36, -0.11238,  0.10635, -0.02982, -0.10146,  0.77019, -0.62927,  1.00,  0.50196,  0.50196,  0.50196,  0.03035,  0.29565,  0.03035,  0.29565
123, 38, -0.10087,  0.11127, -0.03146, -0.02639,  0.76446, -0.64363,  1.00,  0.50196,  0.50196,  0.00,  0.05753,  0.27612,  0.05753,  0.27612
124, 39, -0.10154,  0.10822, -0.03154, -0.02634,  0.75188, -0.65831,  1.00,  0.50196,  0.50196,  0.50196,  0.05887,  0.27563,  0.05887,  0.27563
125, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
126, 38, -0.10087,  0.11127, -0.03146, -0.02639,  0.76446, -0.64363,  1.00,  0.50196,  0.50196,  0.00,  0.05753,  0.27612,  0.05753,  0.27612
127, 27, -0.10105,  0.09897, -0.03245, -0.00927,  0.68913, -0.72444,  1.00,  0.50196,  0.50196,  0.50196,  0.03268,  0.29077,  0.03268,  0.29077
128, 40, -0.08757,  0.10019, -0.03219,  0.04867,  0.68502, -0.72633,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
129, 40, -0.08757,  0.10019, -0.03219,  0.04867,  0.68502, -0.72633,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
130, 41, -0.08779,  0.10968, -0.03054,  0.0375,  0.73739, -0.67365,  1.00,  0.50196,  0.50196,  0.30196,  0.03198,  0.27759,  0.03198,  0.27759
131, 38, -0.10087,  0.11127, -0.03146, -0.02639,  0.76446, -0.64363,  1.00,  0.50196,  0.50196,  0.00,  0.05753,  0.27612,  0.05753,  0.27612
132, 24, -0.07584,  0.09958, -0.03068,  0.08976,  0.67346, -0.73338,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
133, 42, -0.08779,  0.10968, -0.03054,  0.0375,  0.73739, -0.67365,  1.00,  0.50196,  0.50196,  0.30196,  0.03198,  0.27759,  0.03198,  0.27759
134, 40, -0.08757,  0.10019, -0.03219,  0.04867,  0.68502, -0.72633,  1.00,  0.50196,  0.50196,  0.50196,  0.03105,  0.28564,  0.03105,  0.28564
135, 24, -0.07584,  0.09958, -0.03068,  0.08976,  0.67346, -0.73338,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
136, 43, -0.07506,  0.10725, -0.02989,  0.08653,  0.70967, -0.69873,  1.00,  0.50196,  0.50196,  0.50196,  0.02914,  0.27173,  0.02914,  0.27173
137, 42, -0.08779,  0.10968, -0.03054,  0.0375,  0.73739, -0.67365,  1.00,  0.50196,  0.50196,  0.30196,  0.03198,  0.27759,  0.03198,  0.27759
138, 23, -0.06657,  0.09835, -0.02905,  0.12738,  0.66288, -0.73756,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
139, 43, -0.07506,  0.10725, -0.02989,  0.08653,  0.70967, -0.69873,  1.00,  0.50196,  0.50196,  0.50196,  0.02914,  0.27173,  0.02914,  0.27173
140, 24, -0.07584,  0.09958, -0.03068,  0.08976,  0.67346, -0.73338,  1.00,  0.50196,  0.50196,  0.50196,  0.0296,  0.28149,  0.0296,  0.28149
141, 23, -0.06657,  0.09835, -0.02905,  0.12738,  0.66288, -0.73756,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
142, 44, -0.06622,  0.10449, -0.02863,  0.12559,  0.68964, -0.71259,  1.00,  0.50196,  0.50196,  0.50196,  0.02788,  0.26685,  0.02788,  0.26685
143, 43, -0.07506,  0.10725, -0.02989,  0.08653,  0.70967, -0.69873,  1.00,  0.50196,  0.50196,  0.50196,  0.02914,  0.27173,  0.02914,  0.27173
144, 22, -0.06038,  0.09696, -0.02719,  0.14241,  0.6585, -0.73861,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
145, 44, -0.06622,  0.10449, -0.02863,  0.12559,  0.68964, -0.71259,  1.00,  0.50196,  0.50196,  0.50196,  0.02788,  0.26685,  0.02788,  0.26685
146, 23, -0.06657,  0.09835, -0.02905,  0.12738,  0.66288, -0.73756,  1.00,  0.50196,  0.50196,  0.50196,  0.02847,  0.27808,  0.02847,  0.27808
147, 22, -0.06038,  0.09696, -0.02719,  0.14241,  0.6585, -0.73861,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
148, 45, -0.06049,  0.10149, -0.02706,  0.13956,  0.67568, -0.72346,  1.00,  0.50196,  0.50196,  0.50196,  0.02748,  0.26318,  0.02748,  0.26318
149, 44, -0.06622,  0.10449, -0.02863,  0.12559,  0.68964, -0.71259,  1.00,  0.50196,  0.50196,  0.50196,  0.02788,  0.26685,  0.02788,  0.26685
150, 46, -0.05584,  0.09572, -0.02577,  0.14732,  0.65562, -0.74032,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
151, 47, -0.06049,  0.10149, -0.02706,  0.13956,  0.67568, -0.72346,  1.00,  0.50196,  0.50196,  0.50196,  0.02748,  0.26318,  0.02748,  0.26318
152, 22, -0.06038,  0.09696, -0.02719,  0.14241,  0.6585, -0.73861,  1.00,  0.50196,  0.50196,  0.50196,  0.02774,  0.27563,  0.02774,  0.27563
153, 46, -0.05584,  0.09572, -0.02577,  0.14732,  0.65562, -0.74032,  1.00,  0.50196,  0.50196,  0.50196,  0.02722,  0.27393,  0.02722,  0.27393
154, 48, -0.05605,  0.09869, -0.02581,  0.14623,  0.66733, -0.72999,  1.00,  0.50196,  0.50196,  0.50196,  0.0274,  0.26025,  0.0274,  0.26025
